baboon_ID	human_ID	orthotype	OMAgroup
ENSPANG00000011787	AAH31530	1:1	665462
ENSPANG00000015229	AAA52414	1:1	812932
ENSPANG00000001060	AAF79044	1:1	838535
ENSPANG00000001061	AAH44855	1:1	828421
ENSPANG00000000542	AAH16763	1:1	725378
ENSPANG00000000543	AAH05124	1:1	762790
ENSPANG00000009593	AAG29939	1:1	772997
ENSPANG00000013333	AAC25105	1:1	839872
ENSPANG00000018337	AAI12028	1:1	549306
ENSPANG00000004764	AAI41821	1:1	844145
ENSPANG00000010360	AAH33795	1:1	529655
ENSPANG00000013745	AAH42848	1:1	529654
ENSPANG00000025222	AAG32023	1:1	792110
ENSPANG00000016088	AAH66549	1:1	549467
ENSPANG00000016378	AAG53409	1:1	497423
ENSPANG00000001046	AAC25672	1:1	852478
ENSPANG00000014211	AAI27903	1:1	799107
ENSPANG00000019540	ENSG00000079150.17	1:1	750357
ENSPANG00000013332	AAG15199	1:1	836004
ENSPANG00000006772	ENSG00000163492.14	1:1	554133
ENSPANG00000020529	AAH29744	1:1	756324
ENSPANG00000004252	AAH38422	1:1	550393
ENSPANG00000018976	AAH16651	1:1	547665
ENSPANG00000006052	AAD40197	1:1	547737
ENSPANG00000007919	AAB59613	1:1	845456
ENSPANG00000004250	AAI37499	1:1	816524
ENSPANG00000007303	AAA79702	1:1	807340
ENSPANG00000018187	AAB00773	1:1	795676
ENSPANG00000026406	AAH17943	1:1	784062
ENSPANG00000012554	AAI07426	1:1	815994
ENSPANG00000015937	AAB51298	1:1	761613
ENSPANG00000003739	AAH15025	1:1	685705
ENSPANG00000000355	AAH35000	1:1	709083
ENSPANG00000013686	AAH47029	1:1	853964
ENSPANG00000010359	AAA36022	1:1	636209
ENSPANG00000025573	AAI50199	1:1	769840
ENSPANG00000000578	ENSG00000188738.13	1:1	265960
ENSPANG00000007787	AAF28981	1:1	850694
ENSPANG00000002085	AAA36808	1:1	845458
ENSPANG00000019195	AAH60872	1:1	790159
ENSPANG00000018598	AAH31094	1:1	789897
ENSPANG00000010253	ENSG00000064989.12	1:1	657286
ENSPANG00000014538	AAA52022	1:1	799076
ENSPANG00000013330	AAF08006	1:1	660087
ENSPANG00000009769	AAA51857	1:1	549278
ENSPANG00000000758	AAH06816	1:1	834514
ENSPANG00000015486	AAF36697	1:1	
ENSPANG00000006513	AAH01243	1:1	657256
ENSPANG00000018915	AAH44907	1:1	308851
ENSPANG00000019726	AAH11904	1:1	804775
ENSPANG00000020309	AAF36122	1:1	843551
ENSPANG00000019865	AAA63922	1:1	785245
ENSPANG00000017761	AAB86694	1:1	830963
ENSPANG00000009634	AAH05083	1:1	776452
ENSPANG00000011490	BAG63728	1:1	803175
ENSPANG00000022046	AAC25085	1:1	782617
ENSPANG00000026372	AAD47056	1:1	674149
ENSPANG00000017818	AAB64012	1:1	804321
ENSPANG00000022795	AAB05605	1:1	310027
ENSPANG00000012602	AAH53558	1:1	549309
ENSPANG00000017691	AAH17114	1:1	516282
ENSPANG00000017693	AAD17795	1:1	823004
ENSPANG00000017694	AAD55776	1:1	738404
ENSPANG00000024555	AAH73909	1:1	789361
ENSPANG00000012148	AAH29567	1:1	529435
ENSPANG00000013418	ENSG00000110200.8	1:1	826182
ENSPANG00000021873	AAH16040	1:1	549505
ENSPANG00000004283	AAI17195	1:1	828787
ENSPANG00000012442	AAH62449	1:1	554550
ENSPANG00000004621	AAD41475	1:1	822243
ENSPANG00000021308	AAI37151	1:1	306106
ENSPANG00000004620	AAQ88987	1:1	853468
ENSPANG00000013417	AAC28633	1:1	530088
ENSPANG00000018465	AAH20825	1:1	838457
ENSPANG00000006879	AAH22453	1:1	864032
ENSPANG00000016215	ENSG00000270757.1	1:1	755363
ENSPANG00000009899	AAH93966	1:1	757785
ENSPANG00000016544	AAH09115	1:1	855984
ENSPANG00000009570	ENSG00000152430.17	1:1	552003
ENSPANG00000000848	AAI01532	1:1	767402
ENSPANG00000011212	AAH98136	1:1	794913
ENSPANG00000006770	AAH36456	1:1	835529
ENSPANG00000009235	AAH63502	1:1	764010
ENSPANG00000021923	AAH17959	1:1	848241
ENSPANG00000008482	AAG22487	1:1	552931
ENSPANG00000021439	AAH45189	1:1	796985
ENSPANG00000021922	AAH35764	1:1	266294
DAA64422.1	AAA96650	1:1	790475
ENSPANG00000016459	AAH01804	1:1	798095
ENSPANG00000015580	AAA61480	1:1	548688
ENSPANG00000009683	ENSG00000240344.8	1:1	547014
ENSPANG00000025493	AAG14952	1:1	846318
ENSPANG00000023886	AAH39295	1:1	758907
ENSPANG00000009268	AAB64110	1:1	268772
ENSPANG00000018306	AAB46730	1:1	827838
ENSPANG00000012882	AAB70913	1:1	827837
ENSPANG00000015084	AAH31603	1:1	797945
ENSPANG00000006048	AAH17999	1:1	838927
ENSPANG00000009089	AAF71042	1:1	552913
ENSPANG00000008517	AAH13730	1:1	723236
ENSPANG00000006047	AAK71862	1:1	794806
ENSPANG00000022091	AAH29174	1:1	826594
ENSPANG00000011570	ENSG00000138395.14	1:1	
ENSPANG00000010400	AAH15915	1:1	641172
ENSPANG00000025945	ENSG00000182329.11	1:1	686180
ENSPANG00000005211	AAD27610	1:1	
ENSPANG00000006512	AAA86519	1:1	796334
ENSPANG00000009087	AAH65010	1:1	811332
ENSPANG00000017467	AAH00993	1:1	830343
ENSPANG00000008983	AAF60355	1:1	857330
ENSPANG00000008982	AAH33777	1:1	793725
ENSPANG00000000692	AAO45288	1:1	791346
ENSPANG00000002439	ENSG00000119004.15	1:1	819141
ENSPANG00000023238	ENSG00000138443.15	1:1	549745
ENSPANG00000018186	EAW70345	1:1	550751
ENSPANG00000011488	AAA51944	1:1	785656
AAK37534.1	AAA52127	1:1	794553
ENSPANG00000010251	AAF71301	1:1	306102
ENSPANG00000011487	ENSG00000118257.16	1:1	802337
ENSPANG00000005753	ENSG00000114933.15	1:1	828218
ENSPANG00000019101	AAH22368	1:1	756634
ENSPANG00000011248	AAH00211	1:1	755444
ENSPANG00000007301	AAA64592	1:1	788588
ENSPANG00000023236	BAB13397	1:1	266013
ENSPANG00000025872	AAI32764	1:1	266867
ENSPANG00000011028	ABF55377	1:1	754778
ENSPANG00000022792	AAH33509	1:1	823636
ENSPANG00000012835	AAF64145	1:1	843488
ENSPANG00000005004	AAI12077	1:1	539182
ENSPANG00000005240	AAH12919	1:1	551708
ENSPANG00000009083	AAA35715	1:1	847531
ENSPANG00000024440	ENSG00000144401.14	1:1	802222
ENSPANG00000014205	ENSG00000215472.10	n:m	
ENSPANG00000014205	ENSG00000265681.7	n:m	835218
ENSPANG00000011206	AAH67253	1:1	695920
ENSPANG00000004676	AAC50385	1:1	641165
ENSPANG00000011465	ENSG00000215472.10	n:m	
ENSPANG00000011465	ENSG00000265681.7	n:m	
ENSPANG00000020994	AAH20812	1:1	808019
ENSPANG00000006553	AAA52112	1:1	771095
ENSPANG00000026445	AAA52110	1:1	771093
ENSPANG00000002880	AAA52109	1:1	256721
ENSPANG00000023828	AAA52108	1:1	771090
ENSPANG00000022222	AAH35737	1:1	781668
ENSPANG00000005239	AAB17375	1:1	847130
ENSPANG00000010442	AAH32389	1:1	696446
ENSPANG00000002436	AAA96796	1:1	657350
ENSPANG00000019944	AAA03354	1:1	813809
ENSPANG00000024759	AAI36691	1:1	847189
ENSPANG00000005182	AAH05148	1:1	861985
ENSPANG00000000746	AAH32837	1:1	777235
ENSPANG00000023663	AAA51565	1:1	832463
ENSPANG00000005181	AAA59854	1:1	
ENSPANG00000010250	AAH28685	1:1	514073
ENSPANG00000008478	AAD38072	1:1	863466
ENSPANG00000016694	BAG63014	1:1	551448
ENSPANG00000020760	AAI46904	1:1	801780
ENSPANG00000019723	AAB38316	1:1	552581
ENSPANG00000012147	AAA97405	1:1	744221
ENSPANG00000005725	AAA52461	1:1	266004
ENSPANG00000022908	AAF65179	1:1	823259
ENSPANG00000009641	AAF69595	1:1	508576
ENSPANG00000018887	AAH08604	1:1	808073
ENSPANG00000016342	AAA36154	1:1	699348
ENSPANG00000022150	AAH48793	1:1	733071
ENSPANG00000017812	AAF24984	1:1	833253
ENSPANG00000007326	AAA60280	n:1	
ENSPANG00000024435	AAA03246	1:1	811453
ENSPANG00000012145	AAA53505	1:1	811455
ENSPANG00000024532	AAA61202	1:1	308246
ENSPANG00000009910	AAG33700	1:1	550619
ENSPANG00000016806	AAA36108	1:1	270540
ENSPANG00000002726	AAA59159	1:1	657422
ENSPANG00000000452	AAB64190	1:1	
ENSPANG00000004409	AAH33625	1:1	748460
ENSPANG00000004935	EAW70599	1:1	547283
ENSPANG00000022974	AAG22473	1:1	857145
ENSPANG00000005752	AAH02937	1:1	662042
ENSPANG00000019012	AAH52750	1:1	795233
ENSPANG00000012402	AAA57521	1:1	741638
ENSPANG00000001099	ENSG00000144579.7	1:1	
ENSPANG00000005751	AAH17303	1:1	548708
ENSPANG00000021870	AAI12902	1:1	816760
ENSPANG00000010870	AAH07102	1:1	813469
ENSPANG00000010296	ENSG00000115556.13	1:1	767389
ENSPANG00000005493	AAC50265	1:1	777968
ENSPANG00000010249	AAB97365	1:1	848760
ENSPANG00000020343	AAH15612	1:1	665686
ENSPANG00000005415	AAF97028	1:1	761106
ENSPANG00000008977	AAH21707	1:1	784710
ENSPANG00000004702	AAA52142	1:1	
ENSPANG00000000437	AAF73987	1:1	732838
ENSPANG00000022973	AAD41674	1:1	843678
ENSPANG00000011987	AAG38660	1:1	843681
ENSPANG00000009421	AAC50278	1:1	764770
ENSPANG00000017464	AAH23511	1:1	805161
ENSPANG00000021174	AAD45388	1:1	800834
ENSPANG00000017463	AAA62178	1:1	836118
ADQ01088.1	AAH08210	1:1	828655
ENSPANG00000011561	AAH30243	1:1	771396
ENSPANG00000018165	AAC25393	1:1	769895
ENSPANG00000007323	AAH64950	1:1	831162
ENSPANG00000020232	AAC28653	1:1	548141
ENSPANG00000017760	AAH01098	1:1	671734
ENSPANG00000006511	AAH00238	1:1	822567
ENSPANG00000010201	AAQ89002	1:1	835403
ENSPANG00000007826	ENSG00000115661.13	1:1	547208
ENSPANG00000007438	AAH09238	1:1	696192
ENSPANG00000017245	AAA90974	1:1	823469
ABY67203.1	AAA09034	1:1	551538
ENSPANG00000015128	EAW70730	n:1	
ABY67206.1	AAA99221	1:1	549724
ABY67209.1	AAD38517	1:1	547126
ENSPANG00000008820	AAH10439	1:1	544072
ABY67211.1	AAH08878	1:1	812377
ABY67212.1	AAH80573	1:1	638511
ENSPANG00000010198	AAH07201	1:1	550589
ENSPANG00000017242	AAA59166	1:1	759500
ENSPANG00000017758	ENSG00000144589.20	1:1	771186
ENSPANG00000004961	AAA50748	1:1	516621
ENSPANG00000022149	AAA74246	1:1	551756
ENSPANG00000008818	AAA80573	1:1	779578
ENSPANG00000000793	AAI34343	1:1	737685
ENSPANG00000016304	AAD02220	1:1	828730
ENSPANG00000026223	AAK84178	1:1	512270
ENSPANG00000009495	AAH41692	1:1	547056
ENSPANG00000004408	AAH14429	1:1	813205
ENSPANG00000000753	AAA36607	1:1	830648
ENSPANG00000021948	AAH09606	1:1	839326
ENSPANG00000017845	AAH40525	1:1	835315
ENSPANG00000018302	AAH12058	1:1	859157
ENSPANG00000012881	AAA35883	1:1	847686
ENSPANG00000020653	AAH25754	1:1	802809
ENSPANG00000016371	AAC28621	1:1	833363
ENSPANG00000017581	AAH15018	1:1	685654
ENSPANG00000019040	ENSG00000144460.12	1:1	789874
ENSPANG00000012487	AAB21608	1:1	786236
ENSPANG00000022044	AAH27900	1:1	511465
ENSPANG00000009386	AAY14670	1:1	552587
ENSPANG00000016691	AAA18942	1:1	556663
ENSPANG00000011022	AAF86949	1:1	772150
ENSPANG00000014737	AAH35754	1:1	784025
ENSPANG00000018257	AAC37580	1:1	551785
ENSPANG00000006246	AAG53879	1:1	814831
ENSPANG00000014736	AAB61534	1:1	753962
ENSPANG00000004189	AAH36377	1:1	547533
ENSPANG00000018299	AAI04955	1:1	800013
ENSPANG00000008477	AAH40164	1:1	831161
ENSPANG00000007576	AAF19247	1:1	551972
AEP27209.1	AAA35732	1:1	
ENSPANG00000001176	AAC41731	1:1	739650
ENSPANG00000018256	AAH33935	1:1	
ENSPANG00000012401	AAH65524	1:1	549950
ENSPANG00000014735	AAA18806	1:1	774532
ENSPANG00000022785	AAB18616	1:1	753218
ENSPANG00000000877	AAA35537	1:1	782638
ENSPANG00000021917	AAD34061	1:1	
ENSPANG00000006143	AAF89492	1:1	709728
ENSPANG00000009420	AAD22410	1:1	762191
ENSPANG00000021585	AAH47704	1:1	723437
ENSPANG00000004757	ENSG00000204128.5	1:1	721023
ENSPANG00000004701	AAH01053	1:1	864627
ENSPANG00000008393	AAD39259	1:1	544185
ENSPANG00000016021	ENSG00000135931.17	1:1	665397
ENSPANG00000010032	AAM61770	1:1	749434
ENSPANG00000010292	AAA59954	1:1	547616
ENSPANG00000018885	AAC02680	1:1	657316
ENSPANG00000023821	AAH24251	1:1	712486
ENSPANG00000022043	ENSG00000187514.15	n:1	
ENSPANG00000013407	AAB87872	1:1	835340
ENSPANG00000010291	ENSG00000144524.17	1:1	665425
ENSPANG00000006399	AAA35703	1:1	793941
ENSPANG00000019815	AAH26166	1:1	
ENSPANG00000014470	AAA51706	n:m	
ENSPANG00000014470	AAA51700	n:m	654799
ENSPANG00000008391	AAA51706	n:m	
ENSPANG00000008391	AAA51700	n:m	
ENSPANG00000020308	AAA51703	1:1	
ENSPANG00000015931	AAH50453	1:1	851873
ENSPANG00000019008	ENSG00000237412.6	1:1	267901
ENSPANG00000006398	AAH93923	1:1	637252
ENSPANG00000019942	AAI11803	1:1	816769
ENSPANG00000015728	AAC18565	1:1	841553
ENSPANG00000008052	AAG17248	1:1	812565
ENSPANG00000013405	ENSG00000204120.14	1:1	549280
ENSPANG00000016248	AAC15769	1:1	824413
ENSPANG00000023879	AAI30308	1:1	307637
ENSPANG00000019494	AAH31573	1:1	553533
ENSPANG00000015222	AAH69151	1:1	728307
ENSPANG00000019973	AAB49680	1:1	742420
ENSPANG00000024161	ENSG00000085978.21	1:1	547483
ENSPANG00000008753	AAC50992	1:1	818438
ENSPANG00000017057	AAH06561	1:1	846203
ENSPANG00000025666	AAH67300	1:1	777867
ABD75821.1	AAB84259	1:m	
ABD75821.1	AAB81537	1:m	
ABD75821.1	AAB19791	1:m	827025
ABD75821.1	AAB81536	1:m	
ENSPANG00000018452	ENSG00000185038.14	1:1	705892
ENSPANG00000015124	AAH01940	1:1	306144
ENSPANG00000024755	AAH01135	1:1	
ENSPANG00000019534	AAA87905	1:1	834024
ENSPANG00000006874	AAH89043	1:1	775034
ENSPANG00000005413	AAD01551	1:1	769146
ENSPANG00000017536	AAA17406	1:1	270778
ENSPANG00000005054	BAC85710	1:1	796483
ENSPANG00000007800	AAA62370	1:1	795290
ENSPANG00000011780	AAB38529	1:1	516885
ENSPANG00000006369	AAA52057	1:1	
ENSPANG00000018132	AAH01653	1:1	838509
ENSPANG00000005973	AAH69081	1:1	799736
ENSPANG00000004183	AAH00929	1:1	522208
ENSPANG00000017841	AAC32037	1:1	561188
ENSPANG00000005411	AAH10549	1:1	840735
ENSPANG00000000673	ENSG00000132330.16	1:1	785303
ENSPANG00000007875	AAH42051	1:1	817985
ENSPANG00000008194	AAI05697	1:1	551630
ENSPANG00000007918	AAH47423	1:1	804167
ENSPANG00000019808	AAH06576	1:1	548152
ENSPANG00000008425	AAT68170	1:1	831900
ENSPANG00000007987	AAF76984	1:1	548319
ENSPANG00000009493	AAD41894	1:1	553770
ENSPANG00000001578	AAH17907	1:1	764325
ENSPANG00000001165	AAD29046	1:1	
ENSPANG00000017314	AAD09755	1:1	679345
ENSPANG00000021211	AAI37562	1:1	272066
ENSPANG00000013766	AAI05086	1:1	818571
ENSPANG00000024475	AAH51279	1:1	829025
ENSPANG00000015840	ENSG00000144504.15	1:1	787474
ENSPANG00000014466	AAH36198	1:1	709093
ENSPANG00000024377	AAG22080	1:1	797493
ENSPANG00000015218	AAG17966	1:1	530170
ENSPANG00000007268	AAC52028	1:1	736928
ENSPANG00000020307	AAI39749	1:m	803540
ENSPANG00000020307	ENSG00000184945.13	1:m	
ENSPANG00000024239	AAA80352	1:1	685789
ENSPANG00000019415	AAA51680	1:1	857298
ENSPANG00000013759	AAI25155	1:1	303186
ENSPANG00000014465	AAF28919	1:1	845052
ENSPANG00000021941	AAB50198	1:1	553324
ENSPANG00000009640	AAD26610	1:1	547225
ENSPANG00000014641	AAT40139	1:1	796226
ENSPANG00000011832	EAW71253	1:1	858068
ENSPANG00000007917	AAB92377	1:1	839011
ENSPANG00000019972	AAH21301	1:1	835882
ENSPANG00000016805	AAH17321	n:1	
ENSPANG00000010069	AAH07852	1:1	550238
ENSPANG00000009229	AAD51719	1:1	772199
ENSPANG00000009064	AAH00719	1:1	833911
ENSPANG00000011079	AAA21719	1:1	822756
ENSPANG00000023377	AAH05370	1:1	547521
ENSPANG00000013755	AAH36604	1:1	844143
ENSPANG00000009063	AAI17294	1:1	736700
ENSPANG00000016562	AAH12899	1:1	810567
ENSPANG00000009490	AAC41700	1:1	736975
ENSPANG00000016825	AAI13518	1:1	731632
ENSPANG00000015971	ENSG00000216921.7	1:1	643403
ENSPANG00000016267	AAH08374	1:1	758504
ENSPANG00000015099	AAQ88881	1:1	764734
ENSPANG00000019230	AAH16010	1:1	836331
ENSPANG00000010963	ENSG00000144713.12	n:1	
ENSPANG00000016923	AAI25252	1:1	790827
ENSPANG00000011149	AAA61215	1:1	552961
ENSPANG00000011093	AAF06354	1:1	550138
ENSPANG00000005639	AAF14051	1:1	833854
ENSPANG00000000443	AAC09261	1:1	805013
ENSPANG00000011091	AAH00078	1:1	550514
ENSPANG00000017775	BAG63639	1:1	782952
ENSPANG00000007153	ENSG00000214866.7	1:1	557134
ENSPANG00000007706	ENSG00000032389.12	1:1	640936
ENSPANG00000022110	AAD34082	1:1	760968
ENSPANG00000021603	AAH01467	1:1	811694
ENSPANG00000006120	AAB08518	1:1	
ENSPANG00000026237	AAH16969	1:1	261358
ENSPANG00000026240	AAH17969	1:1	678052
ENSPANG00000023570	AAH50373	1:1	496313
ENSPANG00000018653	AAA58681	1:1	
ENSPANG00000021602	AAH94714	1:1	548747
ENSPANG00000022343	AAH16005	1:1	525808
ENSPANG00000023973	AAH63308	1:1	734469
ENSPANG00000016797	AAB88671	1:1	782627
ENSPANG00000016798	AAB70268	1:1	851212
ENSPANG00000009398	AAI11026	1:1	683689
ABG77277.1	AAB51514	1:1	
ENSPANG00000008645	AAC28640	1:1	499500
ENSPANG00000013803	AAA62863	1:1	534389
ENSPANG00000020814	AAF32276	1:1	753165
ENSPANG00000008644	AAC61880	1:1	550104
ENSPANG00000005251	AAQ11748	1:1	261363
ENSPANG00000018767	AAA09577	1:1	844223
ENSPANG00000021081	AAH09846	1:1	555948
ENSPANG00000006259	AAH05125	1:1	864421
ENSPANG00000017189	ENSG00000143882.10	1:1	789800
ENSPANG00000006258	AAB50217	1:1	780356
ENSPANG00000015920	AAC05597	1:1	710851
ENSPANG00000005249	AAI20931	1:1	810025
ENSPANG00000024078	AAH27625	1:1	845758
ENSPANG00000016385	AAX93049	1:1	553537
ENSPANG00000015289	AAC14694	1:1	734860
ENSPANG00000015589	AAG39036	1:1	775638
ENSPANG00000017335	AAH22501	1:1	270078
ENSPANG00000009989	AAH30537	1:1	529967
ENSPANG00000005636	AAH02637	1:1	548571
ENSPANG00000018765	AAH26346	1:1	305963
ENSPANG00000018551	AAD18133	1:1	501061
ENSPANG00000025185	AAH12132	1:1	744758
ENSPANG00000019058	AAA36370	1:1	269034
ENSPANG00000008636	AAH38971	1:1	703492
ENSPANG00000022532	ABI64147	1:1	723503
ENSPANG00000022533	AAA91295	1:1	551109
ENSPANG00000018608	AAH32675	1:1	547040
ENSPANG00000008635	AAI17205	1:1	739886
ENSPANG00000004064	ENSG00000151379.3	1:1	793442
ENSPANG00000010367	AAC13164	1:1	710834
ENSPANG00000007663	AAG12190	1:1	508635
ENSPANG00000019947	ENSG00000250741.6	1:m	
ENSPANG00000019947	AAI36388	1:m	728842
ENSPANG00000025998	AAH25712	1:1	795702
ENSPANG00000015095	AAH57850	1:1	816750
ENSPANG00000019305	AAH36659	1:1	833243
ENSPANG00000019588	AAI39908	1:1	805587
ENSPANG00000011260	AAH00421	1:1	735122
ENSPANG00000015812	AAA60605	1:1	764781
ENSPANG00000016884	AAA36565	1:1	522161
ENSPANG00000008436	AAH50636	1:1	812146
ENSPANG00000015811	AAP97720	1:1	786224
ENSPANG00000017330	ENSG00000118961.14	1:1	828639
ENSPANG00000015810	ENSG00000084674.14	1:1	824976
ENSPANG00000009392	ENSG00000218819.4	1:1	826194
ENSPANG00000017358	AAA86463	n:1	
ENSPANG00000022340	AAH13982	1:1	552156
ENSPANG00000021884	ENSG00000119778.14	1:1	828354
ENSPANG00000013688	AAH92484	1:1	681117
ENSPANG00000005498	ENSG00000205639.9	1:1	547610
ENSPANG00000024219	AAG17255	1:1	823885
ENSPANG00000021963	AAD34105	1:1	817350
ENSPANG00000019585	AAC39528	1:1	786326
ENSPANG00000015702	AAH29523	1:1	705845
ENSPANG00000017003	EAX00757	1:1	824637
ENSPANG00000020766	AAC50593	1:1	548852
ENSPANG00000016229	AAA64187	1:1	764744
ENSPANG00000014059	AAH01697	n:1	866319
ENSPANG00000006781	AAH73803	1:1	719090
ENSPANG00000018043	AAH02870	1:1	831042
ENSPANG00000021654	ENSG00000138031.14	1:1	501072
ENSPANG00000023972	AAF44347	1:1	522164
ENSPANG00000004979	AAH49384	1:1	516362
ABC54844.1	AAA35799	1:1	836067
ENSPANG00000009987	AAD33084	1:1	822738
ENSPANG00000017000	AAC05082	1:1	766736
ENSPANG00000007355	AAH42999	1:1	266178
ENSPANG00000000518	AAI32784	1:1	550164
ENSPANG00000009860	AAD43034	1:1	522096
ENSPANG00000026153	BAA88120	1:1	767594
ENSPANG00000019056	AAA56664	1:1	546848
ENSPANG00000018040	AAG39280	1:1	855564
ENSPANG00000016225	AAN46669	1:1	657368
ENSPANG00000011258	ENSG00000138018.17	1:1	665132
ENSPANG00000020443	AAY14647	n:1	822585
ENSPANG00000019226	AAD26117	1:1	778031
ENSPANG00000007617	EAX00681	1:1	799552
ENSPANG00000014555	AAI27685	1:1	551849
ENSPANG00000009018	AAC51777	1:1	749668
ENSPANG00000026308	AAH28081	1:1	767358
ENSPANG00000026487	AAA57416	1:1	497247
ENSPANG00000000632	AAF80348	1:1	817093
ENSPANG00000014553	AAH11557	1:1	641065
ENSPANG00000009921	AAH68479	1:1	848727
ENSPANG00000018762	AAH07415	1:1	801355
ENSPANG00000026150	ENSG00000138080.13	1:1	792446
ENSPANG00000016566	AEE60918	1:1	792030
ENSPANG00000009016	AAF19192	1:1	720716
ENSPANG00000016499	AAH45671	1:1	269615
ENSPANG00000009856	AAI37192	1:1	788591
ENSPANG00000011330	AAD31727	1:1	839559
ENSPANG00000024217	AAD27770	1:1	832275
ENSPANG00000016958	AAB39732	1:1	810855
ENSPANG00000000675	AAH35194	1:1	553221
ENSPANG00000016792	AAI41808	1:1	515001
ENSPANG00000004412	AAC24204	1:1	733123
ENSPANG00000006308	ENSG00000115204.14	1:1	853010
ENSPANG00000000533	AAC09349	1:1	791489
ENSPANG00000016996	ENSG00000115211.15	1:1	859680
ENSPANG00000016957	AAH02524	1:1	823759
ENSPANG00000000951	AAH40650	1:1	814231
ENSPANG00000010884	AAH00057	1:1	548083
ENSPANG00000009014	ENSG00000115216.13	1:1	549712
ENSPANG00000022799	AAH08024	1:1	834698
ENSPANG00000009387	AAI01688	1:1	818654
ENSPANG00000019618	AAH32725	1:1	776836
ENSPANG00000015581	EAX00568	1:1	829569
ENSPANG00000007400	ENSG00000233438.1	1:1	264571
ENSPANG00000007754	AAI40829	1:1	266073
ENSPANG00000000664	AAH43221	1:1	783458
ENSPANG00000011578	AAH07451	1:1	810423
ENSPANG00000013003	AAG28523	1:1	792280
ENSPANG00000025134	AAH98302	1:1	790129
ENSPANG00000006930	AAC39891	1:1	854958
ENSPANG00000007399	AAH17425	1:1	783682
ENSPANG00000023124	AAA64231	1:1	842127
ENSPANG00000023125	AAH22791	1:1	741309
ENSPANG00000015093	AAH42674	1:1	779639
ENSPANG00000020092	AAA85093	1:1	547807
ENSPANG00000023244	AAH93005	1:1	755686
ENSPANG00000018844	AAH00952	1:1	853845
ENSPANG00000018846	BAA05499	1:1	776816
ENSPANG00000016919	BAC86095	1:1	266571
ENSPANG00000016918	ENSG00000179270.6	1:1	266310
ENSPANG00000025530	AAH15310	1:1	
ENSPANG00000015024	AAB71619	1:1	840983
ENSPANG00000020693	AAD34122	1:1	755514
ENSPANG00000016263	ENSG00000213626.11	1:1	759474
ENSPANG00000022198	AAI46818	1:1	860437
ENSPANG00000015857	AAI17346	1:1	530167
ENSPANG00000005616	AAH06269	1:1	677270
ENSPANG00000000711	BAG52511	1:1	530173
ENSPANG00000023120	AAF32285	1:1	643315
ENSPANG00000017640	AAA75287	1:1	790464
ENSPANG00000025184	ENSG00000277893.1	1:1	776164
ENSPANG00000022798	AAD27736	1:1	840527
ENSPANG00000002887	AAH15970	1:1	551415
ENSPANG00000000597	AAI50261	1:1	848773
ENSPANG00000022196	AAH32525	1:1	843629
ENSPANG00000010880	AAH04875	1:1	495185
ENSPANG00000015136	ENSG00000115760.13	1:1	852893
ENSPANG00000019545	AAH01248	1:1	856374
ENSPANG00000026303	AAA61160	1:1	808012
ENSPANG00000007703	AAH27849	1:1	731500
ENSPANG00000022227	ENSG00000119812.18	1:1	779507
ENSPANG00000017551	AAF34409	1:1	549707
ENSPANG00000019578	AAB40661	n:1	848499
ENSPANG00000004977	AAF19243	1:1	781617
ENSPANG00000020091	AAF66162	1:1	548563
ENSPANG00000019359	BAA91733	1:1	776729
ENSPANG00000008265	ENSG00000152133.14	1:1	844280
ENSPANG00000004770	AAA18253	1:1	781625
ENSPANG00000024961	EAX00404	1:1	310404
ENSPANG00000015853	AAA51924	1:1	785571
ENSPANG00000005245	AAF71091	1:1	761930
ENSPANG00000023062	AAH30706	1:1	553421
ENSPANG00000000775	AAH36721	1:1	798820
ENSPANG00000018672	AAC71773	1:1	303353
ENSPANG00000008402	AAH24243	1:1	752725
ENSPANG00000021644	AAA19567	1:1	818964
ENSPANG00000021955	AAH53508	1:1	697125
ENSPANG00000015805	AAH08217	1:1	
ENSPANG00000017895	AAH14916	1:1	738931
ENSPANG00000018079	AAA35495	1:1	
ENSPANG00000011066	AAH18195	1:1	830849
ENSPANG00000024244	AAH53623	1:1	846767
ENSPANG00000016726	ENSG00000214694.10	1:1	813602
ENSPANG00000016917	AAA35913	1:1	831424
ENSPANG00000021953	AAW30008	1:1	550874
ENSPANG00000022194	AAH29530	1:1	790218
ENSPANG00000004807	AAH04163	1:1	826676
ENSPANG00000006895	AAA35702	1:1	
AAO49011.1	AAA52496	n:1	861378
ENSPANG00000007398	ENSG00000143924.18	1:1	553492
ENSPANG00000022193	AAF72746	1:1	796810
ENSPANG00000006928	AAH71558	1:1	710858
ENSPANG00000006894	AAH04227	1:1	845587
ENSPANG00000017325	AAH63549	1:1	780247
ENSPANG00000010877	AAH29510	1:1	831810
ENSPANG00000018603	AAA91778	1:1	769861
ENSPANG00000017546	AAH07743	1:1	774461
ENSPANG00000019544	AAH63310	1:1	843037
ENSPANG00000010875	AAD34055	1:1	823387
ENSPANG00000020733	AAG40003	1:1	548019
ENSPANG00000018837	AAG40004	1:1	548010
ENSPANG00000020731	AAA67549	1:1	549446
ENSPANG00000012170	AAH00998	1:1	
ENSPANG00000013266	AAG02232	1:1	547783
ENSPANG00000009101	AAA35500	1:1	700750
ENSPANG00000023718	AAH13193	1:1	763668
