drosophila_ID	aedes_ID	orthotype	OMAgroup
FBgn0033324	AAEL000751	n:1	
FBgn0043576	AAEL007039	n:1	
FBgn0033326	AAEL000751	n:1	
FBgn0033327	AAEL007039	n:1	702358
FBgn0043575	AAEL007039	n:1	
FBgn0040777	AAEL011102	1:1	
FBgn0050357	AAEL014193	1:1	585134
FBgn0005695	AAEL000856	1:1	831247
FBgn0086784	AAEL007884	1:1	516361
FBgn0027585	AAEL005464	1:1	557591
FBgn0024189	AAEL003853	1:1	551577
FBgn0011286	AAEL003837	1:1	261712
FBgn0033337	AAEL010314	1:1	561818
FBgn0021825	AAEL011590	1:m	
FBgn0021825	AAEL006029	1:m	738158
FBgn0033339	AAEL001516	1:1	809150
FBgn0033341	AAEL012990	1:1	549803
FBgn0004921	AAEL011320	n:1	807619
FBgn0033342	AAEL012746	1:1	636211
FBgn0050349	AAEL003949	1:1	776816
FBgn0003074	AAEL012665	1:m	
FBgn0003074	AAEL012994	1:m	744093
FBgn0002552	AAEL010444	1:1	786263
FBgn0033348	AAEL000900	1:1	693775
FBgn0033349	AAEL003509	1:1	
FBgn0033350	AAEL006098	1:1	774907
FBgn0033351	AAEL010514	1:m	
FBgn0033351	AAEL005307	1:m	
FBgn0033354	AAEL005539	1:1	814567
FBgn0027607	AAEL010689	1:1	501141
FBgn0053199	AAEL002081	1:1	712542
FBgn0033357	AAEL002076	1:1	796812
FBgn0011300	AAEL001711	1:1	
FBgn0033359	AAEL010267	1:1	
FBgn0033363	AAEL000224	1:m	
FBgn0033363	AAEL015439	1:m	706276
FBgn0033367	AAEL014544	1:1	773923
FBgn0033368	AAEL007200	1:1	547219
FBgn0025709	AAEL004654	1:1	849618
FBgn0010220	AAEL014904	1:1	547012
FBgn0033373	AAEL011703	1:1	816618
FBgn0033375	AAEL011283	1:1	808125
FBgn0015838	AAEL006801	1:1	810053
FBgn0033377	AAEL001480	1:1	
FBgn0033378	AAEL006748	1:1	547856
FBgn0033379	AAEL008852	1:1	864640
FBgn0033380	AAEL002012	1:1	844866
FBgn0033381	AAEL007954	n:m	
FBgn0033381	AAEL007948	n:m	840009
FBgn0033381	AAEL007946	n:m	
FBgn0033382	AAEL015298	1:1	792028
FBgn0260972	AAEL002216	1:1	706043
FBgn0086656	AAEL001698	1:1	834316
FBgn0050342	AAEL004355	1:1	547471
FBgn0050344	AAEL001691	n:m	
FBgn0050344	AAEL001699	n:m	
FBgn0050345	AAEL001691	n:m	
FBgn0050345	AAEL001699	n:m	554279
FBgn0033387	AAEL001691	n:m	
FBgn0033387	AAEL001699	n:m	
FBgn0033389	AAEL015060	1:1	
FBgn0259728	AAEL015059	1:1	
FBgn0015477	AAEL008642	1:1	773263
FBgn0033391	AAEL006879	1:m	
FBgn0033391	AAEL006879	1:m	497994
FBgn0033392	AAEL007395	1:1	304795
FBgn0262515	AAEL007777	1:1	304044
FBgn0033395	AAEL013555	n:m	
FBgn0033395	AAEL013554	n:m	
FBgn0033395	AAEL013556	n:m	
FBgn0033395	AAEL014019	n:m	
FBgn0033395	AAEL014830	n:m	
FBgn0033395	AAEL014829	n:m	
FBgn0033395	AAEL015663	n:m	
FBgn0015037	AAEL013555	n:m	
FBgn0015037	AAEL013554	n:m	
FBgn0015037	AAEL013556	n:m	819104
FBgn0015037	AAEL014019	n:m	
FBgn0015037	AAEL014830	n:m	
FBgn0015037	AAEL014829	n:m	
FBgn0015037	AAEL015663	n:m	
FBgn0033397	AAEL013555	n:m	
FBgn0033397	AAEL013554	n:m	
FBgn0033397	AAEL013556	n:m	
FBgn0033397	AAEL014019	n:m	819153
FBgn0033397	AAEL014830	n:m	
FBgn0033397	AAEL014829	n:m	
FBgn0033397	AAEL015663	n:m	
FBgn0020621	AAEL001549	1:1	700004
FBgn0033400	AAEL008636	1:1	495654
FBgn0033401	AAEL001541	1:m	851625
FBgn0033401	AAEL003980	1:m	
FBgn0026326	AAEL014423	1:1	547559
FBgn0028408	AAEL006265	1:1	774936
FBgn0033408	AAEL002792	1:1	830875
FBgn0028473	AAEL009859	1:1	859546
FBgn0016078	AAEL007322	1:1	
FBgn0033412	AAEL006994	1:1	
FBgn0033413	AAEL012323	1:1	750622
FBgn0017558	AAEL007375	1:1	797165
FBgn0029092	AAEL012821	1:m	
FBgn0029092	AAEL012967	1:m	764298
FBgn0259234	AAEL003097	1:1	826024
FBgn0004360	AAEL008277	1:1	
FBgn0259246	AAEL008273	1:1	
FBgn0033423	AAEL003297	n:m	
FBgn0033423	AAEL003298	n:m	
FBgn0033423	AAEL003309	n:m	
FBgn0085436	AAEL007326	1:m	
FBgn0085436	AAEL013767	1:m	495606
FBgn0033427	AAEL007348	1:1	771982
FBgn0033428	AAEL006693	1:1	679003
FBgn0033429	AAEL005466	1:1	832856
FBgn0025286	AAEL006698	1:1	804033
FBgn0261016	AAEL000961	1:1	741343
FBgn0033431	AAEL009406	1:1	848393
FBgn0050338	AAEL000943	1:1	
FBgn0050340	AAEL008282	1:1	741291
FBgn0050339	AAEL008278	n:m	530548
FBgn0050339	AAEL008271	n:m	
FBgn0050339	AAEL008275	n:m	
FBgn0050000	AAEL009020	n:m	
FBgn0050000	AAEL009017	n:m	
FBgn0050000	AAEL009016	n:m	839923
FBgn0033437	AAEL008278	n:m	
FBgn0033437	AAEL008271	n:m	530550
FBgn0033437	AAEL008275	n:m	
FBgn0033438	AAEL000788	1:1	829942
FBgn0023143	AAEL000758	1:1	846294
FBgn0260474	AAEL000030	n:m	
FBgn0260474	AAEL006168	n:m	
FBgn0260474	AAEL012030	n:m	
FBgn0260474	AAEL013245	n:m	
FBgn0260474	AAEL014005	n:m	
FBgn0260474	AAEL014139	n:m	
FBgn0260474	AAEL003243	n:m	
FBgn0260474	AAEL005654	n:m	
FBgn0033439	AAEL000030	n:m	
FBgn0033439	AAEL006168	n:m	
FBgn0033439	AAEL012030	n:m	
FBgn0033439	AAEL013245	n:m	
FBgn0033439	AAEL014005	n:m	
FBgn0033439	AAEL014139	n:m	
FBgn0033439	AAEL003243	n:m	
FBgn0033439	AAEL005654	n:m	
FBgn0010316	AAEL005580	1:1	274540
FBgn0259678	AAEL005559	1:1	
FBgn0033443	AAEL015287	1:m	788750
FBgn0033443	AAEL003627	1:m	
FBgn0033446	AAEL005593	1:1	558299
FBgn0050001	AAEL009440	1:m	333829
FBgn0050001	AAEL012361	1:m	
FBgn0033450	AAEL001326	1:1	817922
FBgn0033451	AAEL014275	1:m	
FBgn0033451	AAEL014272	1:m	
FBgn0023180	AAEL010253	1:1	811354
FBgn0023175	AAEL003871	1:1	489589
FBgn0033454	AAEL004526	1:1	547010
FBgn0027580	AAB64306.1	1:1	859193
FBgn0050010	AAEL011630	1:1	641915
FBgn0011241	AAEL000265	1:1	811447
FBgn0033457	AAEL000844	1:1	833571
FBgn0033460	AAEL001273	1:1	547204
FBgn0033463	AAEL011953	1:1	497415
FBgn0050008	AAEL011957	1:m	
FBgn0050008	AAEL011951	1:m	
FBgn0050008	AAEL011954	1:m	650987
FBgn0050008	AAEL013649	1:m	
FBgn0033464	AAEL013648	1:1	308618
FBgn0033465	AAEL007526	1:1	646734
FBgn0011656	AAEL001567	1:1	548760
FBgn0033467	AAEL011581	1:1	495123
FBgn0033466	AAEL001565	1:1	
FBgn0033468	AAEL010794	1:1	530945
FBgn0027619	AAEL012279	1:1	685483
FBgn0033471	AAEL010030	1:m	823850
FBgn0033471	AAEL013688	1:m	
FBgn0000606	AAEL007369	1:1	779586
FBgn0261014	AAEL010585	1:m	848754
FBgn0261014	AAEL012364	1:m	
FBgn0022382	AAEL009216	1:1	667799
FBgn0033473	AAEL011052	1:1	854835
FBgn0033474	AAEL010581	1:1	514616
FBgn0033475	AAEL010199	1:m	
FBgn0033475	AAEL011050	1:m	752838
FBgn0033476	AAEL011051	1:1	525803
FBgn0085249	AAEL013475	n:1	
FBgn0040773	AAEL002737	1:1	
FBgn0263260	AAEL013005	1:1	856504
FBgn0262169	AAEL012043	1:1	853651
FBgn0033479	AAEL008061	1:1	863337
FBgn0033480	AAEL005190	1:1	848313
FBgn0013435	AAEL005191	1:1	547161
FBgn0033482	AAEL010520	1:1	671240
FBgn0033483	AAEL010524	1:1	749896
FBgn0033484	AAEL010523	1:1	267002
FBgn0001291	AAEL003505	1:1	796485
FBgn0033485	AAEL006887	1:1	803147
FBgn0004907	AAEL006885	1:1	499498
FBgn0003071	AAEL006895	1:1	825099
FBgn0010531	AAEL009436	1:m	
FBgn0010531	AAEL012368	1:m	761251
FBgn0033491	AAEL000305	1:1	
FBgn0265512	AAEL004440	1:1	855856
FBgn0000448	AAB65092.1	1:m	791415
FBgn0000448	AAEL015043	1:m	
FBgn0033500	AAEL013572	1:1	844701
FBgn0003660	AAEL013571	n:1	812262
FBgn0033502	AAEL013267	1:1	762855
FBgn0028426	AAEL010336	1:1	795864
FBgn0033507	AAEL008886	1:1	552580
FBgn0026403	AAEL007226	1:1	814003
FBgn0261698	AAEL008915	1:1	
FBgn0033518	AAEL002309	n:1	548075
FBgn0033519	AAEL008723	n:1	
FBgn0033520	AAEL002309	n:1	
FBgn0033521	AAEL002309	n:1	
FBgn0262114	AAEL008645	1:1	516374
FBgn0033523	AAEL005866	n:1	
FBgn0001122	AAEL008641	1:1	498832
FBgn0033524	AAEL008638	1:1	818997
FBgn0033526	AAEL013940	1:1	564331
FBgn0033527	AAEL004779	1:1	547014
FBgn0261862	AAEL005458	1:1	775315
FBgn0033528	AAEL008508	1:m	
FBgn0033528	AAEL004291	1:m	848595
FBgn0033529	AAEL012280	1:1	549212
FBgn0005630	AAEL009212	1:m	
FBgn0005630	AAEL009212	1:m	
FBgn0005630	AAEL009212	1:m	571287
FBgn0005630	AAEL009212	1:m	
FBgn0033538	AAEL012154	1:1	799584
FBgn0033539	AAEL009958	1:1	800558
FBgn0033540	AAEL004896	1:1	864183
FBgn0024836	AAEL000246	1:1	548880
FBgn0005586	AAEL006267	1:1	522117
FBgn0033543	AAEL008512	1:m	636835
FBgn0033543	AAEL012674	1:m	
FBgn0033544	AAEL008514	1:m	811304
FBgn0033544	AAEL012672	1:m	
FBgn0024956	AAEL008850	1:1	
FBgn0027499	AAEL007417	1:1	498749
FBgn0033547	AAEL007423	1:1	749744
FBgn0033548	AAEL007431	1:1	864200
FBgn0033550	AAEL014415	1:1	810994
FBgn0033551	AAEL003972	1:1	495290
FBgn0029134	AAEL013236	1:1	
FBgn0033554	AAEL013425	1:1	530503
FBgn0033555	AAEL009151	n:1	
FBgn0033556	AAEL005880	1:1	842310
FBgn0033557	AAEL003975	1:1	778452
FBgn0033558	AAEL003958	1:1	637287
FBgn0027525	AAEL000950	1:1	843096
FBgn0050015	AAEL004658	1:1	266167
FBgn0263510	AAEL012851	1:1	
FBgn0010356	AAEL007067	1:1	547024
FBgn0033564	AAEL000583	1:1	848815
FBgn0061356	AAEL004676	1:1	817677
FBgn0033570	AAEL000138	1:m	736739
FBgn0033570	AAEL013043	1:m	
FBgn0033571	AAEL011087	1:1	858986
FBgn0033578	AAEL008558	1:1	547712
FBgn0033579	AAEL008566	1:1	747617
FBgn0033581	AAEL008562	1:1	757740
FBgn0037084	AAEL004168	1:1	494703
FBgn0033584	AAEL009396	n:1	538657
FBgn0050021	AAEL010294	1:1	794785
FBgn0033597	AAEL014419	1:m	767622
FBgn0033597	AAEL003711	1:m	
FBgn0010423	AAEL000744	n:1	
FBgn0033605	AAEL011237	1:1	836577
FBgn0041174	AAEL001105	1:1	
FBgn0033607	AAEL012158	1:1	547418
FBgn0033608	AAEL012010	1:1	782173
FBgn0033609	AAEL013568	1:1	693564
FBgn0033610	AAEL006753	1:m	793678
FBgn0033610	AAEL005989	1:m	
FBgn0015582	AAEL006733	1:1	839843
FBgn0033615	AAEL008643	1:1	658788
FBgn0033614	AAEL011494	1:1	
FBgn0025373	AAEL003497	1:1	858646
FBgn0016047	AAEL008647	1:1	803188
FBgn0003863	AAEL005611	n:m	
FBgn0003863	AAEL005603	n:m	
FBgn0003863	AAEL005609	n:m	
FBgn0003863	AAEL005614	n:m	566707
FBgn0003863	AAEL005607	n:m	
FBgn0033623	AAEL003257	1:1	336254
FBgn0033624	AAEL003986	1:1	855920
FBgn0001276	AAEL010217	1:m	
FBgn0001276	AAEL010217	1:m	761056
FBgn0024188	AAEL005709	1:1	531211
FBgn0021795	AAEL013320	1:1	796713
FBgn0033629	AAEL006282	1:1	641227
FBgn0033631	AAEL006271	1:1	
FBgn0082585	AAEL006269	1:1	791501
FBgn0050022	AAEL009700	1:1	662020
FBgn0033633	AAEL003516	1:1	771971
FBgn0015872	AAEL003512	1:1	799151
FBgn0033635	AAEL003550	1:1	799148
FBgn0000577	AAEL014635	1:1	
FBgn0033636	AAEL002037	1:1	738325
FBgn0086712	AAEL013652	1:1	832534
FBgn0033638	AAEL003688	1:1	266265
FBgn0033639	AAEL007442	1:1	547915
FBgn0085257	AAEL014024	1:1	764341
FBgn0040491	AAEL001521	1:1	772200
FBgn0010516	AAEL013739	1:1	678914
FBgn0033653	AAEL011892	1:1	835330
FBgn0259832	AAEL013479	1:1	754698
FBgn0033656	AAEL012324	1:m	
FBgn0033656	AAEL013482	1:m	709328
FBgn0013756	AAEL003882	1:1	547332
FBgn0033658	AAEL014994	1:1	
FBgn0033661	AAEL014506	1:1	703509
FBgn0033663	AAEL001432	1:1	780354
FBgn0033665	AAEL013490	1:1	789336
FBgn0033668	AAEL001437	1:1	727441
FBgn0033669	AAEL001422	1:1	843217
FBgn0050036	AAEL001088	n:1	
FBgn0053145	AAEL001088	n:1	749438
FBgn0011704	AAEL010691	1:1	844223
FBgn0033672	AAEL013749	1:1	511468
FBgn0033673	AAEL011697	1:1	646358
FBgn0004839	AAEL007876	1:1	549492
FBgn0259985	AAEL001670	1:m	
FBgn0259985	AAEL004277	1:m	793011
FBgn0260012	AAEL014212	1:1	547042
FBgn0010339	AAEL005579	1:1	490078
FBgn0033679	AAEL012400	1:1	508839
FBgn0027495	AAEL003992	1:1	771975
FBgn0033685	AAEL003997	1:1	665414
FBgn0027504	AAEL000343	1:1	559347
FBgn0033687	AAEL009969	1:1	835577
FBgn0033688	AAEL009959	1:1	778421
FBgn0014184	AAEL004783	1:1	747573
FBgn0023167	AAEL011433	1:1	793363
FBgn0010621	AAEL001715	1:1	636212
FBgn0033690	AAEL009589	1:m	
FBgn0033690	AAEL002064	1:m	698434
FBgn0033691	AAEL005471	n:1	793347
FBgn0033692	AAEL011545	1:1	834619
FBgn0033693	AAEL004956	1:1	659367
FBgn0025454	AAEL004941	n:m	
FBgn0025454	AAEL004941	n:m	
FBgn0033696	AAEL004941	n:m	
FBgn0033696	AAEL004941	n:m	
FBgn0033698	AAEL012325	1:1	689183
FBgn0033699	AAEL002372	1:1	861092
FBgn0020377	AAEL006355	n:1	
FBgn0033705	AAEL011428	n:m	
FBgn0033705	AAEL011419	n:m	
FBgn0000253	AAEL012326	1:1	546998
FBgn0033710	AAEL007889	1:1	
FBgn0033713	AAEL001507	1:1	851098
FBgn0264560	AAEL009678	1:1	516236
FBgn0033716	AAEL005475	1:1	818810
FBgn0033717	AAEL005477	1:1	694724
FBgn0266111	AAEL011640	1:1	838542
FBgn0050047	AAEL000778	n:m	
FBgn0050047	AAEL012157	n:m	
FBgn0050047	AAEL012153	n:m	822797
FBgn0050047	AAEL002432	n:m	
FBgn0050047	AAEL002408	n:m	
FBgn0050047	AAEL002426	n:m	
FBgn0050049	AAEL000778	n:m	822799
FBgn0050049	AAEL012157	n:m	
FBgn0050049	AAEL012153	n:m	
FBgn0050049	AAEL002432	n:m	
FBgn0050049	AAEL002408	n:m	
FBgn0050049	AAEL002426	n:m	
FBgn0050043	AAEL000778	n:m	
FBgn0050043	AAEL012157	n:m	
FBgn0050043	AAEL012153	n:m	
FBgn0050043	AAEL002432	n:m	822784
FBgn0050043	AAEL002408	n:m	
FBgn0050043	AAEL002426	n:m	
FBgn0053012	AAEL000778	n:m	
FBgn0053012	AAEL012157	n:m	
FBgn0053012	AAEL012153	n:m	
FBgn0053012	AAEL002432	n:m	
FBgn0053012	AAEL002408	n:m	
FBgn0053012	AAEL002426	n:m	
FBgn0033720	AAEL000778	n:m	
FBgn0033720	AAEL012157	n:m	
FBgn0033720	AAEL012153	n:m	
FBgn0033720	AAEL002432	n:m	
FBgn0033720	AAEL002408	n:m	
FBgn0033720	AAEL002426	n:m	822798
FBgn0050045	AAEL003272	1:1	682229
FBgn0050042	AAEL003235	1:1	703954
FBgn0033728	AAEL003259	1:1	682228
FBgn0033729	AAEL003221	1:1	697096
FBgn0033730	AAEL003274	1:m	
FBgn0033730	AAEL003231	1:m	682231
FBgn0033730	AAEL004921	1:m	
FBgn0033731	AAEL003216	1:1	686311
FBgn0033733	AAEL006823	n:m	
FBgn0033733	AAEL010858	n:m	
FBgn0033733	AAEL010853	n:m	
FBgn0033733	AAEL012430	n:m	
FBgn0033733	AAEL012436	n:m	552883
FBgn0033733	AAEL012431	n:m	
FBgn0033733	AAEL013611	n:m	
FBgn0033733	AAEL002666	n:m	
FBgn0033733	AAEL002669	n:m	
FBgn0033733	AAEL002658	n:m	
FBgn0033733	AAEL002670	n:m	
FBgn0033733	AAEL002668	n:m	
FBgn0033733	AAEL002940	n:m	
FBgn0033733	AAEL002929	n:m	
FBgn0033734	AAEL003254	1:1	857572
FBgn0033735	AAEL003246	1:1	786089
FBgn0033737	AAEL006544	1:1	547688
FBgn0033738	AAEL012146	1:1	
FBgn0050051	AAEL012169	1:1	836331
FBgn0033739	AAEL005343	1:1	766736
FBgn0010238	AAEL009295	1:1	549378
FBgn0033740	AAEL003088	1:1	333843
FBgn0033741	AAEL011282	1:1	684109
FBgn0045063	AAEL011517	1:1	
FBgn0011592	AAEL014592	1:1	527513
FBgn0033753	AAEL014594	1:1	819235
FBgn0033754	AAEL014722	1:1	
FBgn0033755	AAEL007547	1:1	836439
FBgn0022764	AAEL014491	1:m	550594
FBgn0022764	AAEL014711	1:m	
FBgn0027356	AAEL010509	1:1	
FBgn0004435	AAEL010506	1:m	
FBgn0004435	AAEL010506	1:m	498833
FBgn0033757	AAEL012019	1:1	804968
FBgn0028683	AAEL006566	1:1	804014
FBgn0061359	AAEL006435	1:1	797051
FBgn0011604	AAEL003968	1:1	547137
FBgn0033760	AAEL003970	1:1	551260
FBgn0033761	AAEL009501	1:1	547175
FBgn0033762	AAEL003964	1:1	810856
FBgn0033763	AAEL003960	1:1	748772
FBgn0261673	AAEL011281	1:1	853531
FBgn0261625	AAEL008559	1:1	
FBgn0033766	AAEL008557	1:1	790080
FBgn0050052	AAEL010662	n:m	
FBgn0050052	AAEL011499	n:m	
FBgn0050052	AAEL015566	n:m	
FBgn0033769	AAEL003019	1:1	779421
FBgn0026619	AAEL001564	1:1	
FBgn0026741	AAEL000180	1:1	740976
FBgn0011227	AAEL000182	1:1	
FBgn0020930	AAEL011709	1:1	518122
FBgn0086904	AAEL011711	1:1	799943
FBgn0003326	AAEL010131	1:1	558834
FBgn0033775	AAEL006795	n:m	
FBgn0033775	AAEL006815	n:m	
FBgn0033775	AAEL006784	n:m	
FBgn0033775	AAEL006805	n:m	
FBgn0033775	AAEL006793	n:m	
FBgn0033775	AAEL006798	n:m	
FBgn0033775	AAEL006804	n:m	
FBgn0033775	AAEL006810	n:m	
FBgn0033775	AAEL006811	n:m	
FBgn0033775	AAEL006802	n:m	
FBgn0033775	AAEL008846	n:m	
FBgn0033775	AAEL014603	n:m	
FBgn0033775	AAEL014610	n:m	
FBgn0033775	AAEL014617	n:m	819059
FBgn0033775	AAEL014607	n:m	
FBgn0033775	AAEL014609	n:m	
FBgn0033775	AAEL014613	n:m	
FBgn0033775	AAEL014606	n:m	
FBgn0033775	AAEL014615	n:m	
FBgn0033775	AAEL014619	n:m	
FBgn0033775	AAEL014612	n:m	
FBgn0033775	AAEL014608	n:m	
FBgn0033775	AAEL014611	n:m	
FBgn0033775	AAEL014618	n:m	
FBgn0033775	AAEL014614	n:m	
FBgn0033775	AAEL014605	n:m	
FBgn0033775	AAEL002633	n:m	
FBgn0033775	AAEL002638	n:m	
FBgn0028963	AAEL006005	n:m	
FBgn0028963	AAEL005999	n:m	789120
FBgn0028963	AAEL006003	n:m	
FBgn0250842	AAEL006297	n:m	
FBgn0250842	AAEL010269	n:m	
FBgn0250842	AAEL011798	n:m	
FBgn0250842	AAEL002682	n:m	
FBgn0250842	AAEL004407	n:m	572743
FBgn0033777	AAEL001561	1:1	557461
FBgn0000181	AAEL014932	1:1	
FBgn0033778	AAEL011275	1:1	551698
FBgn0025692	AAEL011272	1:1	857149
FBgn0002069	AAEL011518	1:m	
FBgn0002069	AAEL002748	1:m	826486
FBgn0010488	AAEL007928	1:1	
FBgn0033781	AAEL003264	1:1	262775
FBgn0033783	AAEL005126	1:1	267381
FBgn0033785	AAEL010378	1:1	855296
FBgn0004512	AAEL010379	1:1	548509
FBgn0265185	AAEL011180	n:1	
FBgn0033787	AAEL011180	n:1	272565
FBgn0259876	AAEL011049	1:1	689247
FBgn0263998	AAEL011046	1:1	555895
FBgn0085468	AAEL010673	1:1	723247
FBgn0020391	AAEL001370	1:1	548515
FBgn0033799	AAEL011278	1:m	742030
FBgn0033799	AAEL011278	1:m	
FBgn0086532	AAEL010610	1:1	805414
FBgn0053138	AAEL010602	1:m	700748
FBgn0053138	AAEL011686	1:m	
FBgn0027079	AAEL004327	1:1	490196
FBgn0005654	AAEL004328	1:1	828994
FBgn0033806	AAEL004274	1:1	
FBgn0033807	AAEL014255	1:1	803540
FBgn0033808	AAEL004511	1:1	835360
FBgn0033810	AAEL000847	1:1	849983
FBgn0040754	AAEL001314	1:1	310715
FBgn0043010	AAEL008758	1:1	853783
FBgn0033812	AAEL004417	1:1	801404
FBgn0033813	AAEL014705	1:1	
FBgn0033814	AAEL012054	1:1	833465
FBgn0033816	AAEL010042	1:1	849519
FBgn0033817	AAEL007955	1:1	840003
FBgn0002789	AAEL006872	1:1	542530
FBgn0052843	AAEL010043	1:1	
FBgn0033826	AAEL010685	1:1	728964
FBgn0033836	AAEL004460	n:1	748751
FBgn0260475	AAEL004460	n:1	
FBgn0259221	AAEL000767	1:1	
FBgn0019928	AAEL005611	n:m	
FBgn0019928	AAEL005603	n:m	
FBgn0019928	AAEL005609	n:m	
FBgn0019928	AAEL005614	n:m	
FBgn0019928	AAEL005607	n:m	
FBgn0013765	AAEL008110	1:1	
FBgn0086757	AAEL000569	1:1	547873
FBgn0000119	AAEL009806	1:1	548953
FBgn0033842	AAEL009302	1:1	852861
FBgn0033844	AAEL011841	1:m	
FBgn0033844	AAEL014395	1:m	665131
FBgn0004638	AAEL014394	1:1	549796
FBgn0024556	AAEL008517	1:1	863708
FBgn0260964	AAEL008816	1:1	
FBgn0033853	AAEL000278	1:1	
FBgn0014877	AAEL004438	1:1	826944
FBgn0033860	AAEL006975	n:1	690853
FBgn0085265	AAEL000940	1:1	744963
FBgn0033868	AAEL006975	n:1	
FBgn0033869	AAEL008764	1:1	553610
FBgn0261041	AAEL000121	1:1	810119
FBgn0033879	AAEL003993	1:1	546865
FBgn0086356	AAEL010342	1:1	734480
FBgn0263697	AAEL012306	1:1	755016
FBgn0033883	AAEL003995	1:1	786330
FBgn0033884	AAEL011413	1:1	
FBgn0033885	AAEL004081	n:1	
FBgn0262739	AAEL012410	1:1	542653
FBgn0053155	AAEL014997	1:1	744965
FBgn0050481	AAEL014996	1:1	807319
FBgn0033886	AAEL011554	1:1	846382
FBgn0013770	AAEL002833	1:1	
FBgn0020766	AAEL003994	1:1	859625
FBgn0033890	AAEL001399	1:1	724746
FBgn0033891	AAEL005857	1:1	537141
FBgn0020620	AAEL008795	1:1	550120
FBgn0040752	AAEL004337	1:1	559557
FBgn0086895	AAEL011534	1:1	846760
FBgn0040751	AAEL012327	1:1	817214
FBgn0033899	AAEL013478	1:1	823090
FBgn0033900	AAEL012329	1:1	838650
FBgn0033901	AAEL000839	1:1	831921
FBgn0033902	AAEL004347	1:1	845671
FBgn0033903	AAEL006262	n:1	497992
FBgn0033904	AAEL006262	n:1	
FBgn0033906	AAEL009604	n:m	
FBgn0033906	AAEL009604	n:m	
FBgn0033907	AAEL009608	1:1	547666
FBgn0000289	AAEL001526	1:1	558239
FBgn0033911	AAEL000780	1:1	547667
FBgn0005613	AAEL000771	1:1	700027
FBgn0033912	AAEL012686	1:1	863352
FBgn0033913	AAEL000471	1:1	550549
FBgn0261276	AAEL003829	1:1	824506
FBgn0033917	AAEL001936	1:1	771979
FBgn0033918	AAEL008864	1:1	730403
FBgn0033919	AAEL006573	1:1	789112
FBgn0261270	AAEL008849	1:1	829594
FBgn0261269	AAEL003331	1:1	549821
FBgn0263397	AAEL008056	1:1	702809
FBgn0033924	AAEL001725	1:1	851160
FBgn0033929	AAEL012750	1:1	846134
FBgn0085213	AAEL008713	n:m	
FBgn0085213	AAEL008711	n:m	
FBgn0085213	AAEL011585	n:m	660616
FBgn0085213	AAEL001728	n:m	
FBgn0085471	AAEL008713	n:m	
FBgn0085471	AAEL008711	n:m	336638
FBgn0085471	AAEL011585	n:m	
FBgn0085471	AAEL001728	n:m	
FBgn0085472	AAEL008713	n:m	534774
FBgn0085472	AAEL008711	n:m	
FBgn0085472	AAEL011585	n:m	
FBgn0085472	AAEL001728	n:m	
FBgn0050072	AAEL011483	1:m	
FBgn0050072	AAEL011484	1:m	
FBgn0050072	AAEL011491	1:m	
FBgn0033932	AAEL008292	1:1	657290
FBgn0033935	AAEL003543	1:1	838836
FBgn0033936	AAEL014964	1:m	
FBgn0033936	AAEL002338	1:m	738477
FBgn0261613	AAEL010310	1:1	845015
FBgn0001332	AAEL006792	1:1	730773
FBgn0024698	AAEL000832	1:1	685698
FBgn0033942	AAEL011642	1:1	333350
FBgn0050197	AAEL011639	1:1	333351
FBgn0010397	AAEL000335	n:m	
FBgn0010397	AAEL003415	n:m	548049
FBgn0033943	AAEL003545	1:1	780949
FBgn0019938	AAEL013134	1:1	846710
FBgn0050077	AAEL008170	1:1	714227
FBgn0003742	AAEL004293	1:1	
FBgn0010638	AAEL013989	1:1	732788
FBgn0033948	AAEL004422	1:1	807514
FBgn0033958	AAEL000474	1:1	548776
FBgn0028689	AAEL012419	1:1	830928
FBgn0050476	AAEL013728	1:1	796769
FBgn0033961	AAEL002825	1:1	794007
FBgn0266723	AAEL002831	1:1	782569
FBgn0020767	AAEL003532	1:1	842380
FBgn0001319	AAEL003436	1:1	848468
FBgn0016684	AAEL003426	1:1	550772
FBgn0027783	AAEL003449	1:1	546806
FBgn0028434	AAEL008081	1:m	803463
FBgn0028434	AAEL013693	1:m	
FBgn0033972	AAEL002912	1:1	547276
FBgn0033973	AAEL012884	1:1	823880
FBgn0053506	AAEL002362	1:1	830297
FBgn0053505	AAEL012260	1:1	828550
FBgn0264962	AAEL011663	1:1	554307
FBgn0013773	AAEL009133	1:1	
FBgn0033979	AAEL009138	n:m	
FBgn0033979	AAEL009126	n:m	
FBgn0033979	AAEL009120	n:m	
FBgn0033979	AAEL009137	n:m	819268
FBgn0033979	AAEL009128	n:m	
FBgn0033979	AAEL009117	n:m	
FBgn0033979	AAEL009125	n:m	
FBgn0033979	AAEL009127	n:m	
FBgn0033980	AAEL009138	n:m	819071
FBgn0033980	AAEL009126	n:m	
FBgn0033980	AAEL009120	n:m	
FBgn0033980	AAEL009137	n:m	
FBgn0033980	AAEL009128	n:m	
FBgn0033980	AAEL009117	n:m	
FBgn0033980	AAEL009125	n:m	
FBgn0033980	AAEL009127	n:m	
FBgn0013772	AAEL009138	n:m	
FBgn0013772	AAEL009126	n:m	
FBgn0013772	AAEL009120	n:m	
FBgn0013772	AAEL009137	n:m	
FBgn0013772	AAEL009128	n:m	
