mouse_ID	human_ID
ENSMUSG00000091478	
ENSMUSG00000048756	FOXO3
ENSMUSG00000091531	
ENSMUSG00000078932	C12orf40
ENSMUSG00000083397	
ENSMUSG00000001552	JUP
ENSMUSG00000030111	A2M
ENSMUSG00000013787	EHMT2
ENSMUSG00000026602	NPHS2
ENSMUSG00000026601	AXDND1
ENSMUSG00000078193	RPL35
ENSMUSG00000034165	CCND3
ENSMUSG00000085320	
ENSMUSG00000033200	TPSG1
ENSMUSG00000024112	CACNA1H
ENSMUSG00000002109	DDB2
ENSMUSG00000002103	ACP2
ENSMUSG00000023988	BYSL
ENSMUSG00000086031	
ENSMUSG00000006931	P3H4
ENSMUSG00000085007	
ENSMUSG00000081771	
ENSMUSG00000036298	SLC2A13
ENSMUSG00000084240	
ENSMUSG00000075558	
ENSMUSG00000114133	
ENSMUSG00000061589	DOT1L
ENSMUSG00000051111	SV2C
ENSMUSG00000020152	ACTR2
ENSMUSG00000057534	
ENSMUSG00000099115	
ENSMUSG00000081766	
ENSMUSG00000033983	COIL
ENSMUSG00000085152	
ENSMUSG00000101581	
ENSMUSG00000081873	
ENSMUSG00000083429	
ENSMUSG00000038302	AFG1L
ENSMUSG00000072662	MANSC4
ENSMUSG00000105022	
ENSMUSG00000083388	
ENSMUSG00000040102	KLHL42
ENSMUSG00000094360	
ENSMUSG00000000275	TRIM25
ENSMUSG00000013338	
ENSMUSG00000080760	
ENSMUSG00000078880	
ENSMUSG00000031631	CFAP97
ENSMUSG00000085600	
ENSMUSG00000107998	
ENSMUSG00000038291	SNX25
ENSMUSG00000108022	
ENSMUSG00000078879	
ENSMUSG00000078878	
ENSMUSG00000105550	
ENSMUSG00000105008	
ENSMUSG00000020844	NXN
ENSMUSG00000109902	
ENSMUSG00000086279	
ENSMUSG00000020196	CABIN1
ENSMUSG00000029784	SSMEM1
ENSMUSG00000050549	FAM241A
ENSMUSG00000100475	
ENSMUSG00000100383	
ENSMUSG00000100922	
ENSMUSG00000019804	SNX3
ENSMUSG00000086160	
ENSMUSG00000113743	
ENSMUSG00000104763	
ENSMUSG00000081002	
ENSMUSG00000106437	
ENSMUSG00000086021	
ENSMUSG00000074237	
ENSMUSG00000059908	
ENSMUSG00000000276	DGKE
ENSMUSG00000063109	
ENSMUSG00000048776	PTHLH
ENSMUSG00000081003	
ENSMUSG00000081599	
ENSMUSG00000078877	
ENSMUSG00000081023	
ENSMUSG00000038180	SPAG4
ENSMUSG00000030761	MYO7A
ENSMUSG00000107793	
ENSMUSG00000030301	CCDC91
ENSMUSG00000105816	
ENSMUSG00000072660	
ENSMUSG00000072553	C17orf67
ENSMUSG00000086919	
ENSMUSG00000048616	NOG
ENSMUSG00000078876	
ENSMUSG00000085798	
ENSMUSG00000112789	
ENSMUSG00000007034	SLC44A4
ENSMUSG00000092360	
ENSMUSG00000001665	
ENSMUSG00000001666	DDTL
ENSMUSG00000001666	AC253536.7
ENSMUSG00000001666	DDT
ENSMUSG00000083170	
ENSMUSG00000047773	
ENSMUSG00000074527	
ENSMUSG00000081326	
ENSMUSG00000078875	
ENSMUSG00000083317	
ENSMUSG00000083111	
ENSMUSG00000078872	
ENSMUSG00000082023	
ENSMUSG00000001663	
ENSMUSG00000007038	NEU1
ENSMUSG00000020553	PCTP
ENSMUSG00000085077	
ENSMUSG00000009093	GSTT4
ENSMUSG00000086019	
ENSMUSG00000107402	
ENSMUSG00000030303	FAR2
ENSMUSG00000089948	
ENSMUSG00000086777	
ENSMUSG00000084823	
ENSMUSG00000030304	ERGIC2
ENSMUSG00000027714	EXOSC9
ENSMUSG00000027715	CCNA2
ENSMUSG00000069763	TMEM100
ENSMUSG00000043587	PXYLP1
ENSMUSG00000033318	GSTT2B
ENSMUSG00000033318	GSTT2
ENSMUSG00000085074	
ENSMUSG00000109967	
ENSMUSG00000110344	SMIM36
ENSMUSG00000003948	MMD
ENSMUSG00000082377	
ENSMUSG00000033307	MIF
ENSMUSG00000036273	LRRK2
ENSMUSG00000082765	
ENSMUSG00000082724	
ENSMUSG00000092203	
ENSMUSG00000112306	
ENSMUSG00000081590	
ENSMUSG00000071553	CPA2
ENSMUSG00000078870	
ENSMUSG00000083817	
ENSMUSG00000009092	DERL3
ENSMUSG00000003038	
ENSMUSG00000078869	
ENSMUSG00000078868	
ENSMUSG00000003949	HLF
ENSMUSG00000078867	
ENSMUSG00000115443	
ENSMUSG00000082343	
ENSMUSG00000081346	
ENSMUSG00000092557	
ENSMUSG00000085035	
ENSMUSG00000090877	HSPA1B
ENSMUSG00000090877	HSPA1A
ENSMUSG00000091971	HSPA1B
ENSMUSG00000091971	HSPA1A
ENSMUSG00000092609	
ENSMUSG00000041765	UBAC2
ENSMUSG00000007033	HSPA1L
ENSMUSG00000073415	
ENSMUSG00000050350	GPR18
ENSMUSG00000051212	GPR183
ENSMUSG00000102112	
ENSMUSG00000020149	RAB1A
ENSMUSG00000020546	STXBP4
ENSMUSG00000081043	
ENSMUSG00000083268	
ENSMUSG00000026600	SOAT1
ENSMUSG00000000902	SMARCB1
ENSMUSG00000103199	
ENSMUSG00000062933	
ENSMUSG00000086854	
ENSMUSG00000039070	CPA4
ENSMUSG00000101209	
ENSMUSG00000083619	
ENSMUSG00000085541	
ENSMUSG00000046997	SPSB4
ENSMUSG00000078866	
ENSMUSG00000094786	
ENSMUSG00000044066	CEP68
ENSMUSG00000071229	TIMM8A
ENSMUSG00000007050	LSM2
ENSMUSG00000115121	
ENSMUSG00000085615	
ENSMUSG00000101376	
ENSMUSG00000101365	
ENSMUSG00000027257	PACSIN3
ENSMUSG00000085513	
ENSMUSG00000078865	
ENSMUSG00000080709	
ENSMUSG00000078864	
ENSMUSG00000020541	TOM1L1
ENSMUSG00000031633	SLC25A4
ENSMUSG00000083083	
ENSMUSG00000083792	
ENSMUSG00000029788	CPA5
ENSMUSG00000020544	COX11
ENSMUSG00000095362	
ENSMUSG00000074978	
ENSMUSG00000025544	TM9SF2
ENSMUSG00000049422	CHCHD10
ENSMUSG00000000901	MMP11
ENSMUSG00000090674	
ENSMUSG00000066538	
ENSMUSG00000050157	C22orf15
ENSMUSG00000084911	
ENSMUSG00000081574	
ENSMUSG00000032449	SLC25A36
ENSMUSG00000082901	
ENSMUSG00000071102	
ENSMUSG00000109692	
ENSMUSG00000101523	CSNK2A1
ENSMUSG00000101523	CSNK2A3
ENSMUSG00000020142	SLC1A4
ENSMUSG00000047171	HELT
ENSMUSG00000007029	VARS
ENSMUSG00000026596	ABL2
ENSMUSG00000104293	
ENSMUSG00000012117	DHDDS
ENSMUSG00000074521	
ENSMUSG00000074529	
ENSMUSG00000082199	
ENSMUSG00000107706	
ENSMUSG00000063171	
ENSMUSG00000030306	TMTC1
ENSMUSG00000109743	
ENSMUSG00000110179	
ENSMUSG00000110035	
ENSMUSG00000108148	
ENSMUSG00000108035	
ENSMUSG00000054446	CPA1
ENSMUSG00000078862	
ENSMUSG00000083702	
ENSMUSG00000109612	
ENSMUSG00000074519	
ENSMUSG00000000903	VPREB3
ENSMUSG00000082234	
ENSMUSG00000078861	
ENSMUSG00000085940	
ENSMUSG00000037325	BBS7
ENSMUSG00000083764	
ENSMUSG00000070995	
ENSMUSG00000085662	
ENSMUSG00000082619	
ENSMUSG00000033255	
ENSMUSG00000084909	
ENSMUSG00000081556	
ENSMUSG00000046755	KIF2B
ENSMUSG00000109912	
ENSMUSG00000107405	
ENSMUSG00000081630	
ENSMUSG00000081363	
ENSMUSG00000081141	
ENSMUSG00000049764	ZNF280B
ENSMUSG00000056158	CA10
ENSMUSG00000020226	SLC5A4
ENSMUSG00000044021	
ENSMUSG00000086798	
ENSMUSG00000047295	
ENSMUSG00000040029	IPO8
ENSMUSG00000107909	
ENSMUSG00000101502	
ENSMUSG00000078965	
ENSMUSG00000101000	
ENSMUSG00000101953	
ENSMUSG00000099444	
ENSMUSG00000083878	
ENSMUSG00000104167	
ENSMUSG00000027525	PHACTR3
ENSMUSG00000018796	ACSL1
ENSMUSG00000109807	
ENSMUSG00000032451	TRIM42
ENSMUSG00000087167	
ENSMUSG00000083555	
ENSMUSG00000049800	SERTAD2
ENSMUSG00000115263	
ENSMUSG00000025545	CLYBL
ENSMUSG00000100585	
ENSMUSG00000060519	TOR3A
ENSMUSG00000104462	
ENSMUSG00000090255	
ENSMUSG00000032452	CLSTN2
ENSMUSG00000041703	ZIC5
ENSMUSG00000084252	
ENSMUSG00000049659	AFTPH
ENSMUSG00000112128	
ENSMUSG00000082453	
ENSMUSG00000080872	
ENSMUSG00000020229	SLC5A4
ENSMUSG00000054079	UTP18
ENSMUSG00000112625	
ENSMUSG00000029455	ALDH2
ENSMUSG00000030309	CAPRIN2
ENSMUSG00000106590	
ENSMUSG00000085555	
ENSMUSG00000007030	VWA7
ENSMUSG00000036185	SAPCD1
ENSMUSG00000108254	
ENSMUSG00000027255	ARFGAP2
ENSMUSG00000060445	SYCP2
ENSMUSG00000081248	
ENSMUSG00000040591	C11orf49
ENSMUSG00000095288	
ENSMUSG00000108258	
ENSMUSG00000061524	ZIC2
ENSMUSG00000020230	PRMT2
ENSMUSG00000029790	CEP41
ENSMUSG00000086542	
ENSMUSG00000059474	MBTD1
ENSMUSG00000033557	FAM20B
ENSMUSG00000102961	
ENSMUSG00000093669	
ENSMUSG00000085355	
ENSMUSG00000039985	SINHCAF
ENSMUSG00000020231	DIP2A
ENSMUSG00000089711	
ENSMUSG00000033208	S100B
ENSMUSG00000007035	MSH5
ENSMUSG00000007035	MSH5-SAPCD1
ENSMUSG00000049999	PPP1R3D
ENSMUSG00000091228	NME1-NME2
ENSMUSG00000020857	NME2
ENSMUSG00000037601	NME1
ENSMUSG00000070476	FAM217B
ENSMUSG00000107970	
ENSMUSG00000081532	
ENSMUSG00000082633	
ENSMUSG00000082829	
ENSMUSG00000030313	DENND5B
ENSMUSG00000039155	CDH26
ENSMUSG00000007041	CLIC1
ENSMUSG00000082215	
ENSMUSG00000061897	
ENSMUSG00000081481	
ENSMUSG00000007039	DDAH2
ENSMUSG00000081882	
ENSMUSG00000039958	ETFBKMT
ENSMUSG00000039138	
ENSMUSG00000020859	SPAG9
ENSMUSG00000081604	
ENSMUSG00000000305	CDH4
ENSMUSG00000083410	
ENSMUSG00000092586	LY6G6C
ENSMUSG00000073414	MPIG6B
ENSMUSG00000101695	
ENSMUSG00000001151	PCNT
ENSMUSG00000068250	AMN1
ENSMUSG00000073413	LY6G6D
ENSMUSG00000013766	LY6G6E
ENSMUSG00000107526	
ENSMUSG00000085704	
ENSMUSG00000039117	TAF4
ENSMUSG00000107894	
ENSMUSG00000034923	LY6G6F
ENSMUSG00000032712	KIAA1551
ENSMUSG00000007036	ABHD16A
ENSMUSG00000033126	YBEY
ENSMUSG00000001150	MCM3AP
ENSMUSG00000009114	C21orf58
ENSMUSG00000082850	
ENSMUSG00000084083	
ENSMUSG00000086003	
ENSMUSG00000039108	LSM14B
ENSMUSG00000034482	LY6G5C
ENSMUSG00000081126	
ENSMUSG00000081335	
ENSMUSG00000037573	TOB1
ENSMUSG00000043807	AL662899.2
ENSMUSG00000043807	LY6G5B
ENSMUSG00000083351	
ENSMUSG00000044177	WFIKKN2
ENSMUSG00000094091	ANKRD40CL
ENSMUSG00000027566	PSMA7
ENSMUSG00000082072	
ENSMUSG00000003452	BICD1
ENSMUSG00000024379	TSLP
ENSMUSG00000094211	
ENSMUSG00000033949	TRIM36
ENSMUSG00000052026	SLC6A7
ENSMUSG00000047189	
ENSMUSG00000024427	SPRY4
ENSMUSG00000024537	PSMG2
ENSMUSG00000024481	LVRN
ENSMUSG00000062328	RPL17
ENSMUSG00000042680	GAREM1
ENSMUSG00000035765	DYM
ENSMUSG00000024042	SIK1
ENSMUSG00000024042	SIK1B
ENSMUSG00000051401	KCTD16
ENSMUSG00000095666	
ENSMUSG00000095558	
ENSMUSG00000090700	CYP4F2
ENSMUSG00000034300	FAM53C
ENSMUSG00000095779	FAM205A
ENSMUSG00000079190	SP110
ENSMUSG00000079016	
ENSMUSG00000079546	
ENSMUSG00000069136	
ENSMUSG00000054321	TAF4B
ENSMUSG00000002274	METRN
ENSMUSG00000024142	MLST8
ENSMUSG00000079834	TMLHE
ENSMUSG00000037815	CTNNA1
ENSMUSG00000024601	ISOC1
ENSMUSG00000024194	CUTA
ENSMUSG00000039540	
ENSMUSG00000035051	DHX57
ENSMUSG00000048316	
ENSMUSG00000015126	TSR3
ENSMUSG00000094035	
ENSMUSG00000095505	
ENSMUSG00000078604	
ENSMUSG00000024965	FERMT3
ENSMUSG00000024526	CIDEA
ENSMUSG00000095742	
ENSMUSG00000042816	GPR151
ENSMUSG00000024045	AKAP8
ENSMUSG00000073568	ARL14EPL
ENSMUSG00000095623	AL162231.3
ENSMUSG00000095623	IL11RA
ENSMUSG00000044724	GPR152
ENSMUSG00000047368	ABHD17B
ENSMUSG00000024026	GLO1
ENSMUSG00000024580	GRPEL2
ENSMUSG00000072082	CCNF
ENSMUSG00000024668	SDHAF2
ENSMUSG00000058625	
ENSMUSG00000033478	FAM160B1
ENSMUSG00000079764	
ENSMUSG00000031861	LPAR2
ENSMUSG00000048832	VPS37C
ENSMUSG00000049882	VCPKMT
ENSMUSG00000094836	
ENSMUSG00000057440	MPP7
ENSMUSG00000091900	NUP35
ENSMUSG00000096445	
ENSMUSG00000023066	RTTN
ENSMUSG00000096042	
ENSMUSG00000024271	ELP2
ENSMUSG00000058281	
ENSMUSG00000024597	SLC12A2
ENSMUSG00000024242	MAP4K3
ENSMUSG00000063796	SLC22A8
ENSMUSG00000095186	
ENSMUSG00000054745	
ENSMUSG00000093919	
ENSMUSG00000094129	SNORD115-30
ENSMUSG00000094129	SNORD115-32
ENSMUSG00000094129	SNORD115-8
ENSMUSG00000094129	SNORD115-42
ENSMUSG00000094129	SNORD115-34
ENSMUSG00000094129	SNORD115-6
ENSMUSG00000094129	SNORD115-15
ENSMUSG00000094129	SNORD115-39
ENSMUSG00000094129	SNORD115-14
ENSMUSG00000094129	SNORD115-38
ENSMUSG00000094129	SNORD115-24
ENSMUSG00000041360	PUM3
ENSMUSG00000094265	
ENSMUSG00000051638	
ENSMUSG00000079416	
ENSMUSG00000087717	
ENSMUSG00000073569	
ENSMUSG00000099302	RF02271
ENSMUSG00000065385	
ENSMUSG00000096506	CCL19
ENSMUSG00000090485	
ENSMUSG00000091041	
ENSMUSG00000095744	
ENSMUSG00000065669	
ENSMUSG00000065291	
ENSMUSG00000095035	
ENSMUSG00000084641	
ENSMUSG00000094372	
ENSMUSG00000098601	RNU6-464P
ENSMUSG00000076972	MIR193B
ENSMUSG00000094351	
ENSMUSG00000065283	RF00432
ENSMUSG00000065283	RF00432
ENSMUSG00000065283	RF00432
ENSMUSG00000065283	RF00432
ENSMUSG00000065283	RF00432
ENSMUSG00000065283	RF00432
ENSMUSG00000091109	
ENSMUSG00000064982	
ENSMUSG00000050996	CETN1
ENSMUSG00000064726	SNORD114-26
ENSMUSG00000068606	
ENSMUSG00000088307	
ENSMUSG00000084673	
ENSMUSG00000065820	RNU2-59P
ENSMUSG00000024232	BAMBI
ENSMUSG00000099176	
ENSMUSG00000064647	SNORD58A
ENSMUSG00000098868	
ENSMUSG00000105371	
ENSMUSG00000092891	
ENSMUSG00000096201	
ENSMUSG00000093996	FAM205A
ENSMUSG00000065922	
ENSMUSG00000077726	RF00560
ENSMUSG00000077726	RF00560
ENSMUSG00000077726	RF00560
ENSMUSG00000088340	RF00072
ENSMUSG00000088340	RF00072
ENSMUSG00000088340	RF00072
ENSMUSG00000088260	SNORA48B
ENSMUSG00000088260	RF00554
ENSMUSG00000088260	RF00554
ENSMUSG00000088260	RF00554
ENSMUSG00000088260	RF00554
ENSMUSG00000088260	RF00554
ENSMUSG00000088260	SNORA48
ENSMUSG00000088260	RF00554
ENSMUSG00000088260	RF00554
ENSMUSG00000088260	RF00554
ENSMUSG00000088260	RF00554
ENSMUSG00000088260	RF00554
ENSMUSG00000088260	RF00554
ENSMUSG00000024491	AC091959.3
ENSMUSG00000024491	RBM27
ENSMUSG00000093273	
ENSMUSG00000087899	
ENSMUSG00000088094	
ENSMUSG00000095675	CCL21
ENSMUSG00000088397	SNORA13
ENSMUSG00000091744	
ENSMUSG00000093829	
ENSMUSG00000024644	CNDP2
ENSMUSG00000089047	
ENSMUSG00000089625	RF00283
ENSMUSG00000071202	CCDC78
ENSMUSG00000095437	
ENSMUSG00000077231	
ENSMUSG00000098903	
ENSMUSG00000094472	
ENSMUSG00000089050	
ENSMUSG00000098541	
ENSMUSG00000076270	
ENSMUSG00000096454	SNORD115-30
ENSMUSG00000096454	SNORD115-32
ENSMUSG00000096454	SNORD115-8
ENSMUSG00000096454	SNORD115-42
ENSMUSG00000096454	SNORD115-34
ENSMUSG00000096454	SNORD115-6
ENSMUSG00000096454	SNORD115-15
ENSMUSG00000096454	SNORD115-39
ENSMUSG00000096454	SNORD115-14
ENSMUSG00000096454	SNORD115-38
ENSMUSG00000096454	SNORD115-24
ENSMUSG00000088550	
ENSMUSG00000060019	RPLP1
ENSMUSG00000064876	
ENSMUSG00000064389	RNU6-68P
ENSMUSG00000064389	RNU6-81P
ENSMUSG00000064389	RNU6-377P
ENSMUSG00000093303	
ENSMUSG00000088942	
ENSMUSG00000077455	
ENSMUSG00000073173	
ENSMUSG00000098965	
ENSMUSG00000092086	
ENSMUSG00000065088	RF00272
ENSMUSG00000040446	RPRD1A
ENSMUSG00000084587	
ENSMUSG00000024518	RAX
ENSMUSG00000089284	
ENSMUSG00000089290	
ENSMUSG00000088112	
ENSMUSG00000040247	TBC1D10C
ENSMUSG00000080516	
ENSMUSG00000065899	
ENSMUSG00000088618	
ENSMUSG00000088878	
ENSMUSG00000092701	
ENSMUSG00000098805	RF02113
ENSMUSG00000034681	RNPS1
ENSMUSG00000089205	RNU7-126P
ENSMUSG00000024645	TIMM21
ENSMUSG00000096147	
ENSMUSG00000064805	
ENSMUSG00000061654	SPRY3
ENSMUSG00000075006	
ENSMUSG00000053846	LIPG
ENSMUSG00000089045	
ENSMUSG00000087886	
ENSMUSG00000088047	
ENSMUSG00000065432	MIR208A
ENSMUSG00000065591	RNU6-100P
ENSMUSG00000098874	RF02187
ENSMUSG00000077581	
ENSMUSG00000099072	
ENSMUSG00000024594	PRRC1
ENSMUSG00000084531	RN7SKP251
ENSMUSG00000068181	
ENSMUSG00000087898	
ENSMUSG00000024259	SLC25A46
ENSMUSG00000062526	MPPE1
ENSMUSG00000065253	
ENSMUSG00000080662	
ENSMUSG00000065107	
ENSMUSG00000087816	RF00156
ENSMUSG00000089115	
ENSMUSG00000105001	
ENSMUSG00000089226	
ENSMUSG00000096528	
ENSMUSG00000075760	
ENSMUSG00000088232	
ENSMUSG00000041130	ZNF598
ENSMUSG00000089342	
ENSMUSG00000024937	EHBP1L1
ENSMUSG00000046139	PATL1
ENSMUSG00000088521	
ENSMUSG00000095614	
ENSMUSG00000089291	RF00425
ENSMUSG00000089291	RF00425
ENSMUSG00000089291	SNORA18
ENSMUSG00000089291	RF00425
ENSMUSG00000089291	RF00425
ENSMUSG00000089291	RF00425
ENSMUSG00000089291	RF00425
ENSMUSG00000077645	SNORD115-30
ENSMUSG00000077645	SNORD115-32
ENSMUSG00000077645	SNORD115-8
ENSMUSG00000077645	SNORD115-42
ENSMUSG00000077645	SNORD115-34
ENSMUSG00000077645	SNORD115-6
ENSMUSG00000077645	SNORD115-15
ENSMUSG00000077645	SNORD115-39
ENSMUSG00000077645	SNORD115-14
ENSMUSG00000077645	SNORD115-38
ENSMUSG00000077645	SNORD115-24
ENSMUSG00000088970	RNU7-126P
ENSMUSG00000098454	
ENSMUSG00000095234	AL162231.1
ENSMUSG00000077625	SNORD4A
ENSMUSG00000092957	
ENSMUSG00000076252	
ENSMUSG00000093107	SCARNA15
ENSMUSG00000084752	
ENSMUSG00000095374	SNORD116-8
ENSMUSG00000095374	SNORD116-7
ENSMUSG00000095374	SNORD116-6
ENSMUSG00000095374	SNORD116-3
ENSMUSG00000095374	SNORD116-4
ENSMUSG00000095374	SNORD116-9
ENSMUSG00000095374	SNORD116-1
ENSMUSG00000095374	SNORD116-2
ENSMUSG00000095374	SNORD116-5
ENSMUSG00000088703	
ENSMUSG00000096331	RNU6-277P
ENSMUSG00000092695	
ENSMUSG00000084579	
ENSMUSG00000094352	
ENSMUSG00000076117	
ENSMUSG00000089084	
ENSMUSG00000064052	
ENSMUSG00000084454	
ENSMUSG00000065402	MIR122
ENSMUSG00000089213	
ENSMUSG00000098657	
ENSMUSG00000077457	SNORD65
ENSMUSG00000072963	
ENSMUSG00000077792	
ENSMUSG00000089335	
ENSMUSG00000064818	RNU6-1012P
ENSMUSG00000091312	
ENSMUSG00000098954	
ENSMUSG00000054072	
ENSMUSG00000076994	
ENSMUSG00000065472	
ENSMUSG00000065102	
ENSMUSG00000084595	
ENSMUSG00000087933	
ENSMUSG00000062202	BTBD9
ENSMUSG00000099142	
ENSMUSG00000094864	
ENSMUSG00000065049	RNU1-65P
ENSMUSG00000065049	RNU1-38P
ENSMUSG00000089075	
ENSMUSG00000098281	
ENSMUSG00000079563	PGLYRP2
ENSMUSG00000094405	RNU5D-1
ENSMUSG00000096290	
ENSMUSG00000091297	
ENSMUSG00000098603	RF02119
ENSMUSG00000077163	RNU6-570P
ENSMUSG00000065201	RNU6-1181P
ENSMUSG00000045316	FAHD1
ENSMUSG00000042874	
ENSMUSG00000094245	
ENSMUSG00000096583	
ENSMUSG00000089170	RF00019
ENSMUSG00000024891	SLC29A2
ENSMUSG00000065743	
ENSMUSG00000065556	
ENSMUSG00000092835	RNU1-64P
ENSMUSG00000024899	PAPSS2
ENSMUSG00000105169	
ENSMUSG00000098353	
ENSMUSG00000089437	RNU6-1339P
ENSMUSG00000089437	RNU6-567P
ENSMUSG00000063897	
ENSMUSG00000078002	
ENSMUSG00000077615	SNORD115-47
ENSMUSG00000077615	SNORD115-46
ENSMUSG00000077615	SNORD115-45
ENSMUSG00000077615	RF00105
ENSMUSG00000077615	RF00105
ENSMUSG00000077615	SNORD115-48
ENSMUSG00000095366	
ENSMUSG00000076039	
ENSMUSG00000051439	CD14
ENSMUSG00000088370	
ENSMUSG00000087914	
ENSMUSG00000034041	LYL1
ENSMUSG00000106328	
ENSMUSG00000024583	TXNL1
ENSMUSG00000084507	
ENSMUSG00000095947	
ENSMUSG00000088514	RN7SKP209
ENSMUSG00000098871	
ENSMUSG00000088269	
ENSMUSG00000088295	
ENSMUSG00000093064	RN7SL674P
ENSMUSG00000094471	RNU6-84P
ENSMUSG00000094785	
ENSMUSG00000080687	
ENSMUSG00000024527	AFG3L2
ENSMUSG00000077567	
ENSMUSG00000104953	
ENSMUSG00000065275	RNA5SP527
ENSMUSG00000089157	
ENSMUSG00000094247	
ENSMUSG00000089073	
ENSMUSG00000097481	
ENSMUSG00000095894	
ENSMUSG00000095133	
ENSMUSG00000023020	COX14
ENSMUSG00000065030	
ENSMUSG00000068604	
ENSMUSG00000088822	RNU6-965P
ENSMUSG00000088822	RNU6-212P
ENSMUSG00000098481	
ENSMUSG00000089480	RN7SKP248
ENSMUSG00000024902	MRPL11
ENSMUSG00000094722	
ENSMUSG00000093070	
ENSMUSG00000088159	
ENSMUSG00000073179	
ENSMUSG00000088088	RMRP
ENSMUSG00000065498	
ENSMUSG00000064905	RF00006
ENSMUSG00000064481	
ENSMUSG00000089615	
ENSMUSG00000095594	
ENSMUSG00000064867	RNU6-742P
ENSMUSG00000095450	
ENSMUSG00000054379	
ENSMUSG00000088122	
ENSMUSG00000088794	
ENSMUSG00000098394	RF01970
ENSMUSG00000080622	RF00614
ENSMUSG00000080622	RF00614
ENSMUSG00000080622	SNORA11C
ENSMUSG00000075014	
ENSMUSG00000095297	
ENSMUSG00000064921	RNU6-1287P
ENSMUSG00000064921	RNU6-320P
ENSMUSG00000024842	CABP4
ENSMUSG00000065673	
ENSMUSG00000088870	
ENSMUSG00000078590	
ENSMUSG00000076237	
ENSMUSG00000094741	
ENSMUSG00000074811	HPS6
ENSMUSG00000088510	
ENSMUSG00000096599	
ENSMUSG00000095006	
ENSMUSG00000104767	
ENSMUSG00000052005	
ENSMUSG00000076456	
ENSMUSG00000056468	
ENSMUSG00000095985	
ENSMUSG00000093040	
ENSMUSG00000096358	
ENSMUSG00000095690	
ENSMUSG00000076951	
ENSMUSG00000079439	
ENSMUSG00000095340	
ENSMUSG00000098460	
ENSMUSG00000098711	
ENSMUSG00000092661	
ENSMUSG00000098960	
ENSMUSG00000096285	SNORD115-30
ENSMUSG00000096285	SNORD115-32
ENSMUSG00000096285	SNORD115-8
ENSMUSG00000096285	SNORD115-42
ENSMUSG00000096285	SNORD115-34
ENSMUSG00000096285	SNORD115-6
ENSMUSG00000096285	SNORD115-15
ENSMUSG00000096285	SNORD115-39
ENSMUSG00000096285	SNORD115-14
ENSMUSG00000096285	SNORD115-38
ENSMUSG00000096285	SNORD115-24
ENSMUSG00000064904	RNU6-41P
ENSMUSG00000088677	
ENSMUSG00000064569	
ENSMUSG00000091604	
ENSMUSG00000094980	
ENSMUSG00000049164	ZNF518A
ENSMUSG00000088379	
ENSMUSG00000040901	KCNK18
ENSMUSG00000088193	
ENSMUSG00000089357	
ENSMUSG00000065540	
ENSMUSG00000094576	FAM205A
ENSMUSG00000080406	
ENSMUSG00000093031	RF00017
ENSMUSG00000093031	RF00017
ENSMUSG00000093031	RN7SL73P
ENSMUSG00000093031	RF00017
ENSMUSG00000093031	RF00017
ENSMUSG00000093031	RF00017
ENSMUSG00000093031	RF00017
ENSMUSG00000093031	RF00017
ENSMUSG00000093031	RF00017
ENSMUSG00000093031	RF00017
ENSMUSG00000093031	RF00017
ENSMUSG00000093031	RF00017
ENSMUSG00000093031	RF00017
ENSMUSG00000093031	RF00017
ENSMUSG00000093031	RF00017
ENSMUSG00000093031	RF00017
ENSMUSG00000093031	RF00017
ENSMUSG00000093031	RF00017
ENSMUSG00000093031	RF00017
ENSMUSG00000077579	
ENSMUSG00000087947	RNU7-126P
ENSMUSG00000089383	RNU6-277P
ENSMUSG00000080499	
ENSMUSG00000095849	
ENSMUSG00000077289	
ENSMUSG00000077212	SNORD69
ENSMUSG00000065012	
ENSMUSG00000077539	
ENSMUSG00000084957	
ENSMUSG00000024875	YIF1A
ENSMUSG00000098317	
ENSMUSG00000064907	
ENSMUSG00000024245	TMEM178A
ENSMUSG00000087973	SNORA48B
ENSMUSG00000087973	RF00554
ENSMUSG00000087973	RF00554
ENSMUSG00000087973	RF00554
ENSMUSG00000087973	RF00554
ENSMUSG00000087973	RF00554
ENSMUSG00000087973	SNORA48
ENSMUSG00000087973	RF00554
ENSMUSG00000087973	RF00554
ENSMUSG00000087973	RF00554
ENSMUSG00000087973	RF00554
ENSMUSG00000087973	RF00554
ENSMUSG00000087973	RF00554
ENSMUSG00000095245	
ENSMUSG00000069833	AHNAK
ENSMUSG00000104666	
ENSMUSG00000096415	
ENSMUSG00000088766	
ENSMUSG00000096463	
ENSMUSG00000087876	
ENSMUSG00000065859	RNU6-1225P
ENSMUSG00000098680	
ENSMUSG00000095739	SNORD115-30
ENSMUSG00000095739	SNORD115-32
ENSMUSG00000095739	SNORD115-8
ENSMUSG00000095739	SNORD115-42
ENSMUSG00000095739	SNORD115-34
ENSMUSG00000095739	SNORD115-6
ENSMUSG00000095739	SNORD115-15
ENSMUSG00000095739	SNORD115-39
ENSMUSG00000095739	SNORD115-14
ENSMUSG00000095739	SNORD115-38
ENSMUSG00000095739	SNORD115-24
ENSMUSG00000076217	
ENSMUSG00000104827	
ENSMUSG00000093162	
ENSMUSG00000098672	
ENSMUSG00000104880	
ENSMUSG00000088860	
ENSMUSG00000099204	
ENSMUSG00000101392	RNU6-524P
