Transcript.ID	Gene.ID	Gene.Type
ENSDART00000016879	ENSDARG00000010350	protein_coding
ENSDART00000016890	ENSDARG00000020232	protein_coding
ENSDART00000016891	ENSDARG00000017781	protein_coding
ENSDART00000016901	ENSDARG00000003865	protein_coding
ENSDART00000016913	ENSDARG00000009074	protein_coding
ENSDART00000016916	ENSDARG00000059368	protein_coding
ENSDART00000016936	ENSDARG00000013787	protein_coding
ENSDART00000016946	ENSDARG00000008816	protein_coding
ENSDART00000016960	ENSDARG00000020656	protein_coding
ENSDART00000016976	ENSDARG00000012777	protein_coding
ENSDART00000016983	ENSDARG00000010029	protein_coding
ENSDART00000016995	ENSDARG00000009764	protein_coding
ENSDART00000017017	ENSDARG00000010981	protein_coding
ENSDART00000017034	ENSDARG00000010381	protein_coding
ENSDART00000017043	ENSDARG00000015732	protein_coding
ENSDART00000017052	ENSDARG00000021439	protein_coding
ENSDART00000017053	ENSDARG00000011777	protein_coding
ENSDART00000017075	ENSDARG00000016143	protein_coding
ENSDART00000017090	ENSDARG00000010785	protein_coding
ENSDART00000017122	ENSDARG00000037091	protein_coding
ENSDART00000017128	ENSDARG00000013222	protein_coding
ENSDART00000017138	ENSDARG00000008414	protein_coding
ENSDART00000017140	ENSDARG00000052482	protein_coding
ENSDART00000017142	ENSDARG00000018432	protein_coding
ENSDART00000017144	ENSDARG00000020895	protein_coding
ENSDART00000017148	ENSDARG00000013095	protein_coding
ENSDART00000017153	ENSDARG00000013795	protein_coding
ENSDART00000017155	ENSDARG00000010423	protein_coding
ENSDART00000017172	ENSDARG00000012261	protein_coding
ENSDART00000017173	ENSDARG00000009922	protein_coding
ENSDART00000017176	ENSDARG00000016484	protein_coding
ENSDART00000017179	ENSDARG00000010097	protein_coding
ENSDART00000017180	ENSDARG00000019396	protein_coding
ENSDART00000017185	ENSDARG00000005150	protein_coding
ENSDART00000017188	ENSDARG00000002710	protein_coding
ENSDART00000017191	ENSDARG00000014626	protein_coding
ENSDART00000017202	ENSDARG00000017254	protein_coding
ENSDART00000017229	ENSDARG00000056181	protein_coding
ENSDART00000017230	ENSDARG00000009871	protein_coding
ENSDART00000017240	ENSDARG00000043806	protein_coding
ENSDART00000017244	ENSDARG00000020443	protein_coding
ENSDART00000017259	ENSDARG00000035056	protein_coding
ENSDART00000017268	ENSDARG00000008808	protein_coding
ENSDART00000017269	ENSDARG00000019529	protein_coding
ENSDART00000017279	ENSDARG00000034466	protein_coding
ENSDART00000017292	ENSDARG00000006383	protein_coding
ENSDART00000017299	ENSDARG00000013004	protein_coding
ENSDART00000017304	ENSDARG00000020217	protein_coding
ENSDART00000017305	ENSDARG00000013279	protein_coding
ENSDART00000017307	ENSDARG00000018980	protein_coding
ENSDART00000017309	ENSDARG00000060123	protein_coding
ENSDART00000017326	ENSDARG00000029766	protein_coding
ENSDART00000017329	ENSDARG00000027279	protein_coding
ENSDART00000017337	ENSDARG00000044062	protein_coding
ENSDART00000017349	ENSDARG00000034700	protein_coding
ENSDART00000017359	ENSDARG00000011564	protein_coding
ENSDART00000017368	ENSDARG00000020548	protein_coding
ENSDART00000017375	ENSDARG00000012125	protein_coding
ENSDART00000017376	ENSDARG00000032802	protein_coding
ENSDART00000017384	ENSDARG00000009031	protein_coding
ENSDART00000017393	ENSDARG00000011262	protein_coding
ENSDART00000017402	ENSDARG00000019613	protein_coding
ENSDART00000017413	ENSDARG00000002406	protein_coding
ENSDART00000017422	ENSDARG00000005927	protein_coding
ENSDART00000017424	ENSDARG00000021113	protein_coding
ENSDART00000017427	ENSDARG00000011247	protein_coding
ENSDART00000017436	ENSDARG00000019228	protein_coding
ENSDART00000017440	ENSDARG00000021369	protein_coding
ENSDART00000017443	ENSDARG00000002131	protein_coding
ENSDART00000017445	ENSDARG00000002445	protein_coding
ENSDART00000017451	ENSDARG00000019549	protein_coding
ENSDART00000017467	ENSDARG00000035891	protein_coding
ENSDART00000017485	ENSDARG00000009753	protein_coding
ENSDART00000017488	ENSDARG00000005274	protein_coding
ENSDART00000017493	ENSDARG00000019835	protein_coding
ENSDART00000017551	ENSDARG00000039647	protein_coding
ENSDART00000017553	ENSDARG00000009106	protein_coding
ENSDART00000017562	ENSDARG00000003576	protein_coding
ENSDART00000017569	ENSDARG00000013598	protein_coding
ENSDART00000017572	ENSDARG00000011764	protein_coding
ENSDART00000017593	ENSDARG00000041735	protein_coding
ENSDART00000017599	ENSDARG00000020544	protein_coding
ENSDART00000017605	ENSDARG00000020158	protein_coding
ENSDART00000017619	ENSDARG00000042336	protein_coding
ENSDART00000017646	ENSDARG00000020847	protein_coding
ENSDART00000017668	ENSDARG00000019362	protein_coding
ENSDART00000017679	ENSDARG00000056797	protein_coding
ENSDART00000017695	ENSDARG00000021032	protein_coding
ENSDART00000017696	ENSDARG00000020024	protein_coding
ENSDART00000017709	ENSDARG00000014966	protein_coding
ENSDART00000017726	ENSDARG00000019420	protein_coding
ENSDART00000017728	ENSDARG00000015343	protein_coding
ENSDART00000017750	ENSDARG00000011519	protein_coding
ENSDART00000017755	ENSDARG00000003087	protein_coding
ENSDART00000017756	ENSDARG00000003902	protein_coding
ENSDART00000017763	ENSDARG00000041086	protein_coding
ENSDART00000017770	ENSDARG00000016368	protein_coding
ENSDART00000017774	ENSDARG00000003326	protein_coding
ENSDART00000017785	ENSDARG00000003213	protein_coding
ENSDART00000017787	ENSDARG00000003944	protein_coding
ENSDART00000017791	ENSDARG00000021509	protein_coding
ENSDART00000017805	ENSDARG00000020872	protein_coding
ENSDART00000017807	ENSDARG00000061083	protein_coding
ENSDART00000017810	ENSDARG00000004598	protein_coding
ENSDART00000017829	ENSDARG00000012600	protein_coding
ENSDART00000017833	ENSDARG00000009738	protein_coding
ENSDART00000017838	ENSDARG00000020467	protein_coding
ENSDART00000017849	ENSDARG00000017917	protein_coding
ENSDART00000017850	ENSDARG00000020986	protein_coding
ENSDART00000017852	ENSDARG00000009436	protein_coding
ENSDART00000017854	ENSDARG00000020493	protein_coding
ENSDART00000017857	ENSDARG00000014232	protein_coding
ENSDART00000017859	ENSDARG00000006477	protein_coding
ENSDART00000017869	ENSDARG00000021163	protein_coding
ENSDART00000017881	ENSDARG00000014565	protein_coding
ENSDART00000017902	ENSDARG00000008788	protein_coding
ENSDART00000017912	ENSDARG00000020884	protein_coding
ENSDART00000017917	ENSDARG00000096912	protein_coding
ENSDART00000017930	ENSDARG00000008212	protein_coding
ENSDART00000017932	ENSDARG00000019950	protein_coding
ENSDART00000017937	ENSDARG00000020730	protein_coding
ENSDART00000017939	ENSDARG00000012945	protein_coding
ENSDART00000017941	ENSDARG00000016630	protein_coding
ENSDART00000017947	ENSDARG00000004794	protein_coding
ENSDART00000017956	ENSDARG00000031761	protein_coding
ENSDART00000017962	ENSDARG00000018002	protein_coding
ENSDART00000017966	ENSDARG00000008014	protein_coding
ENSDART00000017968	ENSDARG00000010415	protein_coding
ENSDART00000017973	ENSDARG00000011613	protein_coding
ENSDART00000017977	ENSDARG00000014986	protein_coding
ENSDART00000018017	ENSDARG00000020948	protein_coding
ENSDART00000018036	ENSDARG00000010782	protein_coding
ENSDART00000018037	ENSDARG00000026329	protein_coding
ENSDART00000018044	ENSDARG00000020265	protein_coding
ENSDART00000018047	ENSDARG00000010602	protein_coding
ENSDART00000018049	ENSDARG00000011885	protein_coding
ENSDART00000018054	ENSDARG00000006868	protein_coding
ENSDART00000018062	ENSDARG00000019772	protein_coding
ENSDART00000018064	ENSDARG00000039243	protein_coding
ENSDART00000018071	ENSDARG00000016889	protein_coding
ENSDART00000018091	ENSDARG00000016573	protein_coding
ENSDART00000018095	ENSDARG00000045294	protein_coding
ENSDART00000018107	ENSDARG00000019250	protein_coding
ENSDART00000018114	ENSDARG00000016163	protein_coding
ENSDART00000018117	ENSDARG00000011239	protein_coding
ENSDART00000018120	ENSDARG00000041333	protein_coding
ENSDART00000018131	ENSDARG00000011020	protein_coding
ENSDART00000018150	ENSDARG00000020794	protein_coding
ENSDART00000018155	ENSDARG00000002071	protein_coding
ENSDART00000018159	ENSDARG00000011609	protein_coding
ENSDART00000018163	ENSDARG00000005468	protein_coding
ENSDART00000018205	ENSDARG00000079802	protein_coding
ENSDART00000018213	ENSDARG00000018750	protein_coding
ENSDART00000018228	ENSDARG00000017803	protein_coding
ENSDART00000018230	ENSDARG00000013726	protein_coding
ENSDART00000018235	ENSDARG00000040352	protein_coding
ENSDART00000018238	ENSDARG00000011023	protein_coding
ENSDART00000018251	ENSDARG00000010700	protein_coding
ENSDART00000018253	ENSDARG00000016516	protein_coding
ENSDART00000018255	ENSDARG00000014591	protein_coding
ENSDART00000018261	ENSDARG00000006215	protein_coding
ENSDART00000018270	ENSDARG00000016345	protein_coding
ENSDART00000018301	ENSDARG00000006353	protein_coding
ENSDART00000018304	ENSDARG00000024204	protein_coding
ENSDART00000018328	ENSDARG00000012135	protein_coding
ENSDART00000018347	ENSDARG00000021374	protein_coding
ENSDART00000018348	ENSDARG00000011468	protein_coding
ENSDART00000018350	ENSDARG00000020043	protein_coding
ENSDART00000018351	ENSDARG00000012281	protein_coding
ENSDART00000018401	ENSDARG00000011515	protein_coding
ENSDART00000018408	ENSDARG00000013613	protein_coding
ENSDART00000018420	ENSDARG00000010555	protein_coding
ENSDART00000018423	ENSDARG00000023323	protein_coding
ENSDART00000018432	ENSDARG00000019122	protein_coding
ENSDART00000018448	ENSDARG00000005315	protein_coding
ENSDART00000018461	ENSDARG00000012450	protein_coding
ENSDART00000018469	ENSDARG00000018721	protein_coding
ENSDART00000018472	ENSDARG00000002190	protein_coding
ENSDART00000018475	ENSDARG00000013800	protein_coding
ENSDART00000018498	ENSDARG00000016527	protein_coding
ENSDART00000018500	ENSDARG00000034293	protein_coding
ENSDART00000018501	ENSDARG00000007553	protein_coding
ENSDART00000018502	ENSDARG00000042021	protein_coding
ENSDART00000018503	ENSDARG00000005359	protein_coding
ENSDART00000018504	ENSDARG00000014015	protein_coding
ENSDART00000018512	ENSDARG00000008953	protein_coding
ENSDART00000018514	ENSDARG00000002336	protein_coding
ENSDART00000018515	ENSDARG00000003564	protein_coding
ENSDART00000018519	ENSDARG00000003977	protein_coding
ENSDART00000018523	ENSDARG00000005191	protein_coding
ENSDART00000018524	ENSDARG00000011233	protein_coding
ENSDART00000018532	ENSDARG00000014963	protein_coding
ENSDART00000018533	ENSDARG00000012016	protein_coding
ENSDART00000018545	ENSDARG00000020469	protein_coding
ENSDART00000018553	ENSDARG00000002613	protein_coding
ENSDART00000018570	ENSDARG00000011801	protein_coding
ENSDART00000018580	ENSDARG00000007989	protein_coding
ENSDART00000018603	ENSDARG00000030058	protein_coding
ENSDART00000018614	ENSDARG00000070724	protein_coding
ENSDART00000018622	ENSDARG00000013203	protein_coding
ENSDART00000018625	ENSDARG00000020405	protein_coding
ENSDART00000018626	ENSDARG00000002967	protein_coding
ENSDART00000018640	ENSDARG00000008678	protein_coding
ENSDART00000018651	ENSDARG00000017741	protein_coding
ENSDART00000018654	ENSDARG00000004218	protein_coding
ENSDART00000018676	ENSDARG00000015575	protein_coding
ENSDART00000018683	ENSDARG00000002670	protein_coding
ENSDART00000018685	ENSDARG00000003994	protein_coding
ENSDART00000018686	ENSDARG00000013478	protein_coding
ENSDART00000018729	ENSDARG00000010583	protein_coding
ENSDART00000018735	ENSDARG00000010745	protein_coding
ENSDART00000018737	ENSDARG00000002026	protein_coding
ENSDART00000018739	ENSDARG00000023443	protein_coding
ENSDART00000018741	ENSDARG00000013802	protein_coding
ENSDART00000018743	ENSDARG00000002750	protein_coding
ENSDART00000018752	ENSDARG00000008623	protein_coding
ENSDART00000018758	ENSDARG00000007289	protein_coding
ENSDART00000018764	ENSDARG00000008133	protein_coding
ENSDART00000018792	ENSDARG00000011555	protein_coding
ENSDART00000018801	ENSDARG00000002701	protein_coding
ENSDART00000018817	ENSDARG00000010442	protein_coding
ENSDART00000018818	ENSDARG00000021398	protein_coding
ENSDART00000018822	ENSDARG00000010160	protein_coding
ENSDART00000018827	ENSDARG00000003142	protein_coding
ENSDART00000018862	ENSDARG00000009470	protein_coding
ENSDART00000018868	ENSDARG00000018491	protein_coding
ENSDART00000018886	ENSDARG00000054771	protein_coding
ENSDART00000018895	ENSDARG00000017762	protein_coding
ENSDART00000018908	ENSDARG00000006240	protein_coding
ENSDART00000018922	ENSDARG00000007467	protein_coding
ENSDART00000018934	ENSDARG00000032761	protein_coding
ENSDART00000018939	ENSDARG00000076225	protein_coding
ENSDART00000018945	ENSDARG00000002795	protein_coding
ENSDART00000018948	ENSDARG00000016773	protein_coding
ENSDART00000018972	ENSDARG00000002506	protein_coding
ENSDART00000018973	ENSDARG00000016765	protein_coding
ENSDART00000018977	ENSDARG00000014430	protein_coding
ENSDART00000018981	ENSDARG00000014139	protein_coding
ENSDART00000019003	ENSDARG00000015628	protein_coding
ENSDART00000019004	ENSDARG00000004034	protein_coding
ENSDART00000019006	ENSDARG00000007220	protein_coding
ENSDART00000019008	ENSDARG00000008473	protein_coding
ENSDART00000019024	ENSDARG00000020046	protein_coding
ENSDART00000019029	ENSDARG00000006370	protein_coding
ENSDART00000019035	ENSDARG00000016363	protein_coding
ENSDART00000019045	ENSDARG00000046098	protein_coding
ENSDART00000019047	ENSDARG00000030297	protein_coding
ENSDART00000019050	ENSDARG00000018399	protein_coding
ENSDART00000019053	ENSDARG00000005828	protein_coding
ENSDART00000019059	ENSDARG00000020354	protein_coding
ENSDART00000019063	ENSDARG00000012591	protein_coding
ENSDART00000019078	ENSDARG00000002330	protein_coding
ENSDART00000019098	ENSDARG00000012539	protein_coding
ENSDART00000019104	ENSDARG00000012366	protein_coding
ENSDART00000019113	ENSDARG00000012741	protein_coding
ENSDART00000019140	ENSDARG00000001910	protein_coding
ENSDART00000019144	ENSDARG00000007413	protein_coding
ENSDART00000019145	ENSDARG00000014013	protein_coding
ENSDART00000019149	ENSDARG00000007320	protein_coding
ENSDART00000019155	ENSDARG00000020298	protein_coding
ENSDART00000019165	ENSDARG00000021239	protein_coding
ENSDART00000019183	ENSDARG00000016479	protein_coding
ENSDART00000019196	ENSDARG00000019920	protein_coding
ENSDART00000019199	ENSDARG00000019312	protein_coding
ENSDART00000019202	ENSDARG00000013453	protein_coding
ENSDART00000019206	ENSDARG00000003205	protein_coding
ENSDART00000019233	ENSDARG00000040632	protein_coding
ENSDART00000019235	ENSDARG00000019404	protein_coding
ENSDART00000019236	ENSDARG00000001771	protein_coding
ENSDART00000019245	ENSDARG00000010654	protein_coding
ENSDART00000019248	ENSDARG00000013694	protein_coding
ENSDART00000019252	ENSDARG00000017230	protein_coding
ENSDART00000019259	ENSDARG00000004232	protein_coding
ENSDART00000019267	ENSDARG00000002666	protein_coding
ENSDART00000019270	ENSDARG00000011301	protein_coding
ENSDART00000019289	ENSDARG00000009267	protein_coding
ENSDART00000019294	ENSDARG00000015678	protein_coding
ENSDART00000019296	ENSDARG00000003229	protein_coding
ENSDART00000019323	ENSDARG00000013168	protein_coding
ENSDART00000019325	ENSDARG00000006040	protein_coding
ENSDART00000019330	ENSDARG00000012915	protein_coding
ENSDART00000019350	ENSDARG00000033965	protein_coding
ENSDART00000019353	ENSDARG00000032496	protein_coding
ENSDART00000019364	ENSDARG00000013409	protein_coding
ENSDART00000019379	ENSDARG00000011724	protein_coding
ENSDART00000019392	ENSDARG00000016233	protein_coding
ENSDART00000019396	ENSDARG00000010625	protein_coding
ENSDART00000019413	ENSDARG00000070723	protein_coding
ENSDART00000019415	ENSDARG00000068704	protein_coding
ENSDART00000019416	ENSDARG00000004363	protein_coding
ENSDART00000019417	ENSDARG00000004680	protein_coding
ENSDART00000019427	ENSDARG00000007808	protein_coding
ENSDART00000019431	ENSDARG00000026925	protein_coding
ENSDART00000019432	ENSDARG00000013542	protein_coding
ENSDART00000019440	ENSDARG00000013016	protein_coding
ENSDART00000019442	ENSDARG00000029011	protein_coding
ENSDART00000019446	ENSDARG00000101628	protein_coding
ENSDART00000019450	ENSDARG00000018840	protein_coding
ENSDART00000019455	ENSDARG00000006603	protein_coding
ENSDART00000019458	ENSDARG00000079698	protein_coding
ENSDART00000019459	ENSDARG00000003320	protein_coding
ENSDART00000019461	ENSDARG00000002300	protein_coding
ENSDART00000019476	ENSDARG00000003681	protein_coding
ENSDART00000019505	ENSDARG00000062590	protein_coding
ENSDART00000019508	ENSDARG00000011961	protein_coding
ENSDART00000019518	ENSDARG00000006038	protein_coding
ENSDART00000019519	ENSDARG00000003113	protein_coding
ENSDART00000019521	ENSDARG00000005350	protein_coding
ENSDART00000019527	ENSDARG00000011410	protein_coding
ENSDART00000019555	ENSDARG00000015515	protein_coding
ENSDART00000019561	ENSDARG00000004864	protein_coding
ENSDART00000019571	ENSDARG00000005842	protein_coding
ENSDART00000019573	ENSDARG00000016301	protein_coding
ENSDART00000019581	ENSDARG00000003616	protein_coding
ENSDART00000019617	ENSDARG00000004952	protein_coding
ENSDART00000019620	ENSDARG00000021945	protein_coding
ENSDART00000019630	ENSDARG00000005846	protein_coding
ENSDART00000019636	ENSDARG00000041689	protein_coding
ENSDART00000019644	ENSDARG00000052207	protein_coding
ENSDART00000019647	ENSDARG00000020101	protein_coding
ENSDART00000019651	ENSDARG00000027724	protein_coding
ENSDART00000019658	ENSDARG00000012347	protein_coding
ENSDART00000019661	ENSDARG00000020960	protein_coding
ENSDART00000019667	ENSDARG00000009886	protein_coding
ENSDART00000019698	ENSDARG00000016470	protein_coding
ENSDART00000019699	ENSDARG00000012827	protein_coding
ENSDART00000019701	ENSDARG00000003090	protein_coding
ENSDART00000019705	ENSDARG00000015686	protein_coding
ENSDART00000019706	ENSDARG00000013224	protein_coding
ENSDART00000019733	ENSDARG00000006560	protein_coding
ENSDART00000019743	ENSDARG00000003866	protein_coding
ENSDART00000019744	ENSDARG00000002877	protein_coding
ENSDART00000019748	ENSDARG00000013414	protein_coding
ENSDART00000019750	ENSDARG00000016903	protein_coding
ENSDART00000019759	ENSDARG00000002894	protein_coding
ENSDART00000019766	ENSDARG00000019367	protein_coding
ENSDART00000019770	ENSDARG00000005739	protein_coding
ENSDART00000019774	ENSDARG00000015757	protein_coding
ENSDART00000019786	ENSDARG00000019000	protein_coding
ENSDART00000019804	ENSDARG00000001937	protein_coding
ENSDART00000019813	ENSDARG00000029356	protein_coding
ENSDART00000019818	ENSDARG00000005972	protein_coding
ENSDART00000019819	ENSDARG00000011975	protein_coding
ENSDART00000019828	ENSDARG00000017140	protein_coding
ENSDART00000019843	ENSDARG00000009161	protein_coding
ENSDART00000019845	ENSDARG00000054063	protein_coding
ENSDART00000019846	ENSDARG00000003533	protein_coding
ENSDART00000019854	ENSDARG00000011376	protein_coding
ENSDART00000019858	ENSDARG00000008979	protein_coding
ENSDART00000019861	ENSDARG00000014634	protein_coding
ENSDART00000019898	ENSDARG00000013075	protein_coding
ENSDART00000019905	ENSDARG00000009949	protein_coding
ENSDART00000019907	ENSDARG00000009629	protein_coding
ENSDART00000019910	ENSDARG00000013125	protein_coding
ENSDART00000019925	ENSDARG00000019278	protein_coding
ENSDART00000019936	ENSDARG00000016809	protein_coding
ENSDART00000019937	ENSDARG00000019417	protein_coding
ENSDART00000019939	ENSDARG00000010255	protein_coding
ENSDART00000019941	ENSDARG00000037861	protein_coding
ENSDART00000019949	ENSDARG00000011170	protein_coding
ENSDART00000019957	ENSDARG00000015111	protein_coding
ENSDART00000019975	ENSDARG00000044422	protein_coding
ENSDART00000019976	ENSDARG00000021046	protein_coding
ENSDART00000019983	ENSDARG00000004151	protein_coding
ENSDART00000019989	ENSDARG00000011055	protein_coding
ENSDART00000019991	ENSDARG00000010596	protein_coding
ENSDART00000019992	ENSDARG00000025275	protein_coding
ENSDART00000019997	ENSDARG00000007630	protein_coding
ENSDART00000020000	ENSDARG00000015978	protein_coding
ENSDART00000020004	ENSDARG00000004616	protein_coding
ENSDART00000020017	ENSDARG00000013839	protein_coding
ENSDART00000020033	ENSDARG00000009494	protein_coding
ENSDART00000020044	ENSDARG00000002355	protein_coding
ENSDART00000020048	ENSDARG00000011459	protein_coding
ENSDART00000020054	ENSDARG00000013005	protein_coding
ENSDART00000020082	ENSDARG00000012603	protein_coding
ENSDART00000020084	ENSDARG00000029150	protein_coding
ENSDART00000020096	ENSDARG00000056633	protein_coding
ENSDART00000020099	ENSDARG00000007783	protein_coding
ENSDART00000020116	ENSDARG00000016181	protein_coding
ENSDART00000020122	ENSDARG00000005560	protein_coding
ENSDART00000020135	ENSDARG00000004891	protein_coding
ENSDART00000020136	ENSDARG00000013946	protein_coding
ENSDART00000020156	ENSDARG00000008203	protein_coding
ENSDART00000020167	ENSDARG00000013926	protein_coding
ENSDART00000020168	ENSDARG00000015722	protein_coding
ENSDART00000020174	ENSDARG00000005172	protein_coding
ENSDART00000020183	ENSDARG00000002333	protein_coding
ENSDART00000020187	ENSDARG00000029402	protein_coding
ENSDART00000020192	ENSDARG00000013079	protein_coding
ENSDART00000020204	ENSDARG00000018459	protein_coding
ENSDART00000020212	ENSDARG00000008188	protein_coding
ENSDART00000020233	ENSDARG00000019484	protein_coding
ENSDART00000020237	ENSDARG00000102497	protein_coding
ENSDART00000020249	ENSDARG00000019307	protein_coding
ENSDART00000020251	ENSDARG00000013729	protein_coding
ENSDART00000020252	ENSDARG00000009001	protein_coding
ENSDART00000020253	ENSDARG00000012881	protein_coding
ENSDART00000020256	ENSDARG00000007715	protein_coding
ENSDART00000020259	ENSDARG00000013784	protein_coding
ENSDART00000020261	ENSDARG00000009021	protein_coding
ENSDART00000020266	ENSDARG00000031200	protein_coding
ENSDART00000020270	ENSDARG00000014091	protein_coding
ENSDART00000020282	ENSDARG00000015527	protein_coding
ENSDART00000020283	ENSDARG00000012674	protein_coding
ENSDART00000020288	ENSDARG00000055163	protein_coding
ENSDART00000020296	ENSDARG00000007149	protein_coding
ENSDART00000020297	ENSDARG00000002060	protein_coding
ENSDART00000020301	ENSDARG00000004436	protein_coding
ENSDART00000020311	ENSDARG00000015128	protein_coding
ENSDART00000020327	ENSDARG00000075325	protein_coding
ENSDART00000020333	ENSDARG00000007196	protein_coding
ENSDART00000020342	ENSDARG00000019038	protein_coding
ENSDART00000020344	ENSDARG00000014222	protein_coding
ENSDART00000020350	ENSDARG00000020442	protein_coding
ENSDART00000020358	ENSDARG00000057433	protein_coding
ENSDART00000020367	ENSDARG00000011723	protein_coding
ENSDART00000020376	ENSDARG00000027469	protein_coding
ENSDART00000020381	ENSDARG00000006468	protein_coding
ENSDART00000020386	ENSDARG00000018953	protein_coding
ENSDART00000020389	ENSDARG00000016936	protein_coding
ENSDART00000020409	ENSDARG00000008305	protein_coding
ENSDART00000020412	ENSDARG00000014098	protein_coding
ENSDART00000020425	ENSDARG00000005368	protein_coding
ENSDART00000020434	ENSDARG00000035540	protein_coding
ENSDART00000020456	ENSDARG00000013072	protein_coding
ENSDART00000020463	ENSDARG00000004525	protein_coding
ENSDART00000020472	ENSDARG00000018351	protein_coding
ENSDART00000020497	ENSDARG00000013828	protein_coding
ENSDART00000020505	ENSDARG00000015471	protein_coding
ENSDART00000020506	ENSDARG00000006332	protein_coding
ENSDART00000020529	ENSDARG00000005915	protein_coding
ENSDART00000020541	ENSDARG00000018529	protein_coding
ENSDART00000020542	ENSDARG00000016774	protein_coding
ENSDART00000020550	ENSDARG00000012244	protein_coding
ENSDART00000020568	ENSDARG00000009169	protein_coding
ENSDART00000020569	ENSDARG00000006990	protein_coding
ENSDART00000020576	ENSDARG00000010792	protein_coding
ENSDART00000020582	ENSDARG00000004261	protein_coding
ENSDART00000020598	ENSDARG00000015206	protein_coding
ENSDART00000020603	ENSDARG00000017602	protein_coding
ENSDART00000020616	ENSDARG00000008010	protein_coding
ENSDART00000020621	ENSDARG00000017681	protein_coding
ENSDART00000020625	ENSDARG00000006924	protein_coding
ENSDART00000020628	ENSDARG00000007807	protein_coding
ENSDART00000020631	ENSDARG00000003429	protein_coding
ENSDART00000020637	ENSDARG00000012609	protein_coding
ENSDART00000020638	ENSDARG00000003109	protein_coding
ENSDART00000020646	ENSDARG00000009121	protein_coding
ENSDART00000020654	ENSDARG00000023279	protein_coding
ENSDART00000020655	ENSDARG00000003526	protein_coding
ENSDART00000020663	ENSDARG00000002194	protein_coding
ENSDART00000020665	ENSDARG00000016769	protein_coding
ENSDART00000020667	ENSDARG00000012981	protein_coding
ENSDART00000020671	ENSDARG00000014840	protein_coding
ENSDART00000020680	ENSDARG00000010078	protein_coding
ENSDART00000020686	ENSDARG00000079310	protein_coding
ENSDART00000020703	ENSDARG00000019300	protein_coding
ENSDART00000020710	ENSDARG00000003069	protein_coding
ENSDART00000020725	ENSDARG00000012776	protein_coding
ENSDART00000020741	ENSDARG00000011665	protein_coding
ENSDART00000020743	ENSDARG00000004727	protein_coding
ENSDART00000020749	ENSDARG00000003693	protein_coding
ENSDART00000020769	ENSDARG00000007490	protein_coding
ENSDART00000020786	ENSDARG00000018106	protein_coding
ENSDART00000020792	ENSDARG00000003757	protein_coding
ENSDART00000020798	ENSDARG00000007077	protein_coding
ENSDART00000020808	ENSDARG00000017703	protein_coding
ENSDART00000020810	ENSDARG00000012513	protein_coding
ENSDART00000020821	ENSDARG00000094282	protein_coding
ENSDART00000020824	ENSDARG00000010098	protein_coding
ENSDART00000020834	ENSDARG00000003041	protein_coding
ENSDART00000020851	ENSDARG00000007769	protein_coding
ENSDART00000020859	ENSDARG00000024642	protein_coding
ENSDART00000020861	ENSDARG00000013128	protein_coding
ENSDART00000020884	ENSDARG00000004307	protein_coding
ENSDART00000020908	ENSDARG00000015314	protein_coding
ENSDART00000020921	ENSDARG00000011463	protein_coding
ENSDART00000020923	ENSDARG00000008976	protein_coding
ENSDART00000020936	ENSDARG00000016058	protein_coding
ENSDART00000020937	ENSDARG00000019530	protein_coding
ENSDART00000020942	ENSDARG00000019492	protein_coding
ENSDART00000020946	ENSDARG00000007885	protein_coding
ENSDART00000020961	ENSDARG00000015653	protein_coding
ENSDART00000020967	ENSDARG00000012818	protein_coding
ENSDART00000020969	ENSDARG00000004574	protein_coding
ENSDART00000020970	ENSDARG00000018178	protein_coding
ENSDART00000020982	ENSDARG00000010075	protein_coding
ENSDART00000020995	ENSDARG00000014682	protein_coding
ENSDART00000020997	ENSDARG00000014953	protein_coding
ENSDART00000020998	ENSDARG00000026224	protein_coding
ENSDART00000020999	ENSDARG00000012071	protein_coding
ENSDART00000021009	ENSDARG00000079012	protein_coding
ENSDART00000021011	ENSDARG00000016302	protein_coding
ENSDART00000021035	ENSDARG00000017740	protein_coding
ENSDART00000021037	ENSDARG00000004754	protein_coding
ENSDART00000021053	ENSDARG00000079011	protein_coding
ENSDART00000021060	ENSDARG00000010432	protein_coding
ENSDART00000021062	ENSDARG00000020699	protein_coding
ENSDART00000021065	ENSDARG00000016059	protein_coding
ENSDART00000021069	ENSDARG00000006413	protein_coding
ENSDART00000021083	ENSDARG00000031427	protein_coding
ENSDART00000021092	ENSDARG00000016977	protein_coding
ENSDART00000021100	ENSDARG00000006896	protein_coding
ENSDART00000021120	ENSDARG00000014311	protein_coding
ENSDART00000021121	ENSDARG00000003175	protein_coding
ENSDART00000021128	ENSDARG00000031240	protein_coding
ENSDART00000021139	ENSDARG00000009657	protein_coding
ENSDART00000021145	ENSDARG00000015856	protein_coding
ENSDART00000021159	ENSDARG00000007944	protein_coding
ENSDART00000021177	ENSDARG00000071037	protein_coding
ENSDART00000021191	ENSDARG00000015325	protein_coding
ENSDART00000021192	ENSDARG00000007383	protein_coding
ENSDART00000021194	ENSDARG00000053561	protein_coding
ENSDART00000021209	ENSDARG00000019339	protein_coding
ENSDART00000021213	ENSDARG00000007753	protein_coding
ENSDART00000021215	ENSDARG00000053036	protein_coding
